SMILES,ATSc1,ATSc2,ATSc3,ATSc4,ATSc5,ATSm1,ATSm2,ATSm3,ATSm4,ATSm5,ATSp1,ATSp2,ATSp3,ATSp4,ATSp5,C1SP2,C1SP3,C2SP2,C2SP3,C3SP2,C3SP3,ECCEN,fragC,khs.aaaC,khs.aaCH,khs.aaN,khs.aaNH,khs.aaO,khs.aasC,khs.ddsN,khs.ddssS,khs.dNH,khs.dO,khs.dsCH,khs.dsN,khs.dssC,khs.sBr,khs.sCH3,khs.sCl,khs.sF,khs.sNH2,khs.sOH,khs.ssCH2,khs.ssNH,khs.ssO,khs.ssS,khs.sssCH,khs.sssN,khs.ssssC,Kier1,Kier2,Kier3,MDEC-11,MDEC-12,MDEC-13,MDEC-14,MDEC-22,MDEC-23,MDEC-24,MDEC-33,MDEC-34,MDEC-44,MDEN-11,MDEN-12,MDEN-13,MDEN-22,MDEN-23,MDEN-33,MDEO-11,MDEO-12,MDEO-22,PetitjeanNumber,SC-3,SC-4,SC-5,SC-6,SCH-3,SCH-4,SCH-5,SCH-6,SCH-7,SP-0,SP-1,SP-2,SP-3,SP-4,SP-5,SP-6,SP-7,SPC-4,SPC-5,SPC-6,TopoPSA,topoShape,VAdjMat,VC-3,VC-4,VC-5,VC-6,VCH-3,VCH-4,VCH-5,VCH-6,VCH-7,VP-0,VP-1,VP-2,VP-3,VP-4,VP-5,VP-6,VP-7,VPC-4,VPC-5,VPC-6,WPATH,WPOL,Zagreb
InChI%3D1S%2FC3H7N5O3%2Fc1-2-5-3%284%297%286-9%298%2810%2911%2Fh2H2%2C1H3%2C%28H2%2C4%2C5%29,0.177179396152496,-0.0908701494336128,0.0677378922700882,-0.172220125794411,0.143867969512939,15.1233472824097,13.0451154708862,16.3733749389648,17.4289970397949,17.5344753265381,334.616882324219,345.379577636719,390.869873046875,366.9111328125,271.948516845703,0,2,0,0,0,0,92,179.080001831055,0,0,0,0,0,0,1,0,1,3,0,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,11,5.625,3.78698229789734,0,1,0.333333343267441,0,0,0.5,0,0,0,0,0,0.816496610641479,0.816496610641479,0.333333343267441,2.14913988113403,1,0.944940805435181,0,0,0.5,0.705118358135223,0,0.232307806611061,0,0,0,0,0,0,8.85337162017822,5.12942743301392,4.08207893371582,2.80262804031372,2.20025706291199,0.524377405643463,0.310301214456558,0,1.53812456130981,2.42094039916992,1.75395786762238,114.370002746582,1,4.45943164825439,0.133956387639046,0,0.0186339002102613,0,0,0,0,0,0,5.77349233627319,2.73198962211609,1.48786413669586,0.77624100446701,0.390444695949554,0.114011950790882,0.0433012694120407,0,0.220595866441727,0.213745668530464,0.134336724877357,164,13,44
InChI%3D1S%2FC9H15Br6O4P%2Fc10-1-7%2813%294-17-20%2816%2C18-5-8%2814%292-11%2919-6-9%2815%293-12%2Fh7-9H%2C1-6H2,0.775110244750977,-0.584031879901886,0.415919959545135,-0.225339785218239,-0.120746485888958,288.296844482422,63.6533355712891,85.2536849975586,203.039840698242,100.779823303223,1392.84375,1414.1875,1564.35595703125,1445.25231933594,1380.51721191406,0,6,0,3,0,0,287,776.109985351562,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,6,0,3,0,3,0,0,20,10.6875,9.5625,0,0,0,0,3.18856120109558,5.5027928352356,0,0.5,0,0,0,0,0,0,0,0,0,1.5,1.5,0.5,1.79280209541321,0.176776692271233,0,0,0,0,0,0,0,15.5960121154785,9.36352062225342,7.96694564819336,5.81284093856812,2.77195644378662,2.52378296852112,1.60339784622192,0.732962906360626,2.914057970047,2.76260256767273,3.4160749912262,54.5699996948242,1,5.32192802429199,1.88350570201874,0.0186432246118784,0,0,0,0,0,0,0,20.0626068115234,11.9793787002563,9.83447360992432,8.80783653259277,2.1695032119751,1.75757551193237,1.14420306682587,0.567844867706299,4.32536792755127,2.17406964302063,2.11522603034973,910,24,86
InChI%3D1S%2FC17H13N3O3%2Fc1-11-6-8-14%2815%2810-11%2920%2822%2923%2918-19-17-13-5-3-2-4-12%2813%297-9-16%2817%2921%2Fh2-10%2C18H%2C1H3,0.274023592472076,-0.00790868327021599,-0.148182988166809,-0.0568680018186569,0.0794850513339043,26.4033718109131,27.2975673675537,38.4323196411133,41.7340431213379,37.8409767150879,1460.64099121094,1714.18090820312,2375.431640625,2406.98168945312,1914.26245117188,0,1,4,9,0,3,432,938.059997558594,0,7,0,0,0,5,1,0,0,3,2,1,2,0,1,0,0,0,0,0,1,0,0,0,0,0,17.8111991882324,7.92000007629395,4.15879011154175,0,1.4901704788208,1.49918401241302,0,8.92957592010498,17.8824920654297,0,6.72347736358643,0,0,0,0,0,1,0.577350258827209,0,0.595275402069092,0,0,0.454545468091965,1.59929239749908,0,0.423946142196655,0,0,0,0,0.206930264830589,0.435882389545441,16.3969764709473,11.0585508346558,10.0904054641724,8.27890110015869,6.83906745910645,5.78041744232178,3.55745267868042,2.48789691925049,3.67789196968079,5.69190645217896,8.2508716583252,87.2799987792969,0.833333313465118,5.52356195449829,0.610982358455658,0,0.0827620327472687,0,0,0,0,0.0726673752069473,0.118647456169128,12.3153247833252,6.96616077423096,5.13476133346558,3.50165772438049,2.35384774208069,1.60738503932953,0.771543741226196,0.409838229417801,1.13458657264709,1.42490601539612,1.6287670135498,1204,37,120
InChI%3D1S%2FC34H59NO15%2Fc1-5-6-9-20%283%2932%2850-31%2844%2917-23%2834%2847%2948%2915-29%2841%2942%2927%2849-30%2843%2916-22%2833%2845%2946%2914-28%2839%2940%2913-19%282%2912-24%2836%2910-7-8-11-25%2837%2918-26%2838%2921%284%2935%2Fh19-27%2C32%2C36-38H%2C5-18%2C35H2%2C1-4H3%2C%28H%2C39%2C40%29%28H%2C41%2C42%29%28H%2C45%2C46%29%28H%2C47%2C48%29,1.58742237091064,-0.684777438640594,0.217532187700272,0.176066890358925,-1.26083564758301,61.9770240783691,54.8117485046387,76.2852096557617,78.1247863769531,91.8885192871094,2751.74194335938,3028.30224609375,3817.12817382812,4121.736328125,4517.76220703125,6,4,0,20,0,4,1620,9214.16015625,0,0,0,0,0,0,0,0,0,6,0,0,6,0,4,0,0,1,7,14,0,2,0,10,0,0,50,27.5625,24.1229667663574,0.60151731967926,7.78535652160645,8.43891620635986,0,14.2584552764893,35.7020988464355,0,18.2536315917969,0,0,0,0,0,0,0,0,7.88361215591431,3.92770051956177,0.333333343267441,0.476190477609634,4.36735963821411,0,0.733301997184753,0,0,0,0,0,0,38.5513114929199,23.26194190979,21.4922695159912,13.6391639709473,10.2030916213989,7.80283355712891,4.33341693878174,2.8762583732605,6.76315259933472,8.44970035552979,12.2703666687012,288.510009765625,0.909090936183929,6.64385604858398,1.8962630033493,0,0.191798701882362,0,0,0,0,0,0,29.6468296051025,17.3447036743164,13.6074419021606,8.61160182952881,5.67879629135132,3.60171437263489,2.13798570632935,1.36850333213806,2.86808753013611,3.33178734779358,3.65672850608826,11054,67,226
InChI%3D1S%2FC14H7ClF3NO5%2Fc15-10-5-7%2814%2816%2C17%2918%291-4-12%2810%2924-8-2-3-11%2819%2822%2923%299%286-8%2913%2820%2921%2Fh1-6H%2C%28H%2C20%2C21%29,0.729474067687988,-0.291975110769272,0.0521344244480133,0.00666332803666592,-0.445541828870773,40.4512176513672,31.2985782623291,51.6930084228516,52.8098297119141,49.9362373352051,1216.50219726562,1424.49877929688,1982.07556152344,2007.41613769531,1684.88427734375,1,1,0,10,0,2,465,472.100006103516,0,6,0,0,0,6,1,0,0,3,0,0,1,0,0,1,3,0,1,0,0,1,0,0,0,1,20.3136005401611,8.13148307800293,5.25,0,0,0,0,4.52188587188721,14.4383792877197,1.46579539775848,6.48384094238281,1.50699305534363,0,0,0,0,0,0,0,1.62865054607391,0.730296730995178,0,0.5,3.05568814277649,0.288675129413605,0.878584921360016,0.144337564706802,0,0,0,0.136082768440247,0.276854544878006,18.0685501098633,11.0912427902222,11.3438882827759,7.9840874671936,6.15186405181885,5.14406204223633,3.12564563751221,2.19868588447571,5.11621618270874,6.55718564987183,9.29257202148438,92.3499984741211,1,5.58496236801147,0.727733850479126,0.0134987309575081,0.116858467459679,0.00449957698583603,0,0,0,0.0481125228106976,0.0817336365580559,12.2593088150024,6.53469562530518,4.89344024658203,3.17750811576843,2.01516962051392,1.30798602104187,0.613401293754578,0.331163734197617,1.24337410926819,1.37565720081329,1.51420867443085,1421,38,124
InChI%3D1S%2FC3H4O2%2Fc4-2-1-3-5%2Fh1-4H,0.203314870595932,-0.0672179237008095,0.00201055174693465,-0.0898998230695724,0.0534497611224651,6.54893827438354,4.66418409347534,3.66418385505676,2.66418385505676,1.77446901798248,104.984329223633,89.8929061889648,63.8594093322754,35.127815246582,12.6999979019165,2,0,1,0,0,0,24,44.0200004577637,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,4,4,0,0,0,0,2.38110160827637,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0.5,0,0,0,0,0,0,0,0,0,4.12132024765015,2.41421365737915,1.35355341434479,0.70710676908493,0.353553384542465,0,0,0,0,0,0,37.2999992370605,1,3.32192802429199,0,0,0,0,0,0,0,0,0,2.58751273155212,1.16056776046753,0.477604061365128,0.164633721113205,0.0351364202797413,0,0,0,0,0,0,20,2,14
InChI%3D1S%2FC18H28O3S%2Fc1-3-4-5-6-7-8-11-22%2819%2915%282%2912-16-9-10-17-18%2813-16%2921-14-20-17%2Fh9-10%2C13%2C15H%2C3-8%2C11-12%2C14H2%2C1-2H3,0.427436947822571,-0.255603820085526,0.0522901155054569,-0.00411772355437279,0.0129936411976814,30.4511604309082,30.2243385314941,36.7763748168945,32.6642150878906,29.6698150634766,1488.64709472656,1632.63549804688,2036.595703125,1920.20861816406,1657.91027832031,0,3,0,13,0,1,535,2139.0400390625,0,3,0,0,0,3,0,0,0,1,0,0,0,0,2,0,0,0,0,9,0,2,0,1,0,0,18.3402652740479,9.98810958862305,6.20408153533936,0.100000001490116,4.49533557891846,1.33920276165009,0,14.6993274688721,11.2608127593994,0,2.40685200691223,0,0,0,0,0,0,0,0,0,0.267261236906052,0.5,0.466666668653488,1.00886201858521,0,0.25,0,0,0,0.117851130664349,0.234708055853844,0.310301214456558,15.7862462997437,10.7027082443237,8.87685298919678,7.08782720565796,5.30308437347412,3.80213856697083,2.56817173957825,1.8323472738266,2.40871000289917,3.17280125617981,3.85120058059692,54.7400016784668,0.875,5.45943164825439,0.734216749668121,0,0.116078779101372,0,0,0,0.0294627826660872,0.0580769516527653,0.0647992268204689,14.2652168273926,9.23765277862549,7.16461944580078,5.09444665908813,3.43199157714844,2.28554344177246,1.4615181684494,0.975509405136108,1.37870669364929,1.54764199256897,1.69841468334198,1326,27,104
InChI%3D1S%2FC12H13N3O%2Fc13-8-1-3-9%284-2-8%2916-10-5-6-11%2814%2912%2815%297-10%2Fh1-7H%2C13-15H2,0.248304471373558,-0.0811837539076805,-0.0421896539628506,-0.0383916907012463,-0.034138809889555,17.8544330596924,18.1627388000488,25.3254795074463,23.6854667663574,15.7162055969238,913.366271972656,1025.1259765625,1340.40197753906,1194.51867675781,822.327270507812,0,0,0,12,0,0,257,660.039978027344,0,7,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,12.4567470550537,5.55765581130981,3.49519896507263,0,0,0,0,6.64601612091064,12.8742036819458,0,2.94815921783447,0,0,0.464158892631531,0,0,0,0,0,0,0,0,0.5,1.16832792758942,0,0.16666667163372,0,0,0,0,0.151374712586403,0.326454192399979,11.5436058044434,7.64786720275879,6.99524545669556,5.50887489318848,3.90935230255127,3.31661820411682,1.87282335758209,1.18877732753754,2.30230164527893,2.67227935791016,3.68958640098572,87.2900009155273,1,5,0.398974478244781,0,0.0277777779847383,0,0,0,0,0.0518340393900871,0.0649764463305473,8.6817512512207,4.83367490768433,3.46182107925415,2.17405438423157,1.28828120231628,0.85411274433136,0.352294057607651,0.173916861414909,0.613253593444824,0.60065895318985,0.643736004829407,474,21,80
InChI%3D1S%2FCH3NO2%2Fc1-2%283%294%2Fh1H3,0.087612047791481,-0.00135040213353932,-0.0424556247889996,0,0,5.90892601013184,4.27311706542969,4.43865299224854,0,0,39.6477241516113,31.6298027038574,25.3519535064697,0,0,0,0,0,0,0,0,9,24.0300006866455,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,1.33333337306976,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.5,0.577350258827209,0,0,0,0,0,0,0,0,3.5773503780365,1.73205077648163,1.73205077648163,0,0,0,0,0,0,0,0,45.8199996948242,1,3,0.0745356008410454,0,0,0,0,0,0,0,0,2.26371026039124,0.8123619556427,0.439683973789215,0,0,0,0,0,0,0,0,9,0,12
InChI%3D1S%2FC7H5Cl3%2Fc8-7%289%2C10%296-4-2-1-3-5-6%2Fh1-5H,0.119662024080753,-0.0779963433742523,0.0218921471387148,-0.00360399251803756,-0.000121256984130014,33.1382598876953,15.8552122116089,42.9934730529785,22.7104244232178,18.7104244232178,705.213806152344,778.315246582031,986.991882324219,738.247131347656,407.796630859375,0,1,0,5,0,1,78,135.029998779297,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,8.10000038146973,2.93877553939819,2.28571438789368,0,0,0,0,6.08364343643188,3.04182171821594,1.85053586959839,0,1,0,0,0,0,0,0,0,0,0,0,0.400000005960464,1.51036298274994,0.288675129413605,0.433012694120407,0.144337564706802,0,0,0,0.102062076330185,0.0510310381650925,7.61288404464722,4.60517168045044,4.70095920562744,2.82991647720337,1.96861410140991,1.3690824508667,0.535074770450592,0.306186228990555,1.86188173294067,2.10315251350403,2.15055680274963,0,0.666666686534882,4.32192802429199,1.77655053138733,0.364465743303299,0.321428567171097,0.121488578617573,0,0,0,0.0320750139653683,0.0160375069826841,7.2884316444397,3.86152362823486,4.14501667022705,1.75576961040497,1.0050995349884,0.575332462787628,0.221057251095772,0.109108947217464,1.49315965175629,1.47436606884003,1.23841691017151,114,11,48
InChI%3D1S%2FC18H12O6%2Fc1-21-11-7-12-13%288-5-6-22-18%288%2924-12%2917-15%2811%2916%2820%2914-9%2819%293-2-4-10%2814%2923-17%2Fh2-8%2C18-19H%2C1H3,0.8549684882164,-0.342782139778137,0.0621128529310226,-0.545241296291351,0.66319477558136,28.6468143463135,31.3209190368652,48.7558479309082,54.306022644043,56.4026641845703,1693.7197265625,2133.458984375,3328.45458984375,3513.75122070312,3183.3310546875,1,1,2,9,0,4,391,1048.06005859375,0,4,0,0,0,8,0,0,0,1,2,0,1,0,1,0,0,0,1,0,0,4,0,2,0,0,16.1938781738281,6.02055168151855,2.33333325386047,0,0.944173991680145,2.4911732673645,0,3.63587737083435,18.3096237182617,0,21.3672943115234,0,0,0,0,0,0,0,0,0.25,1.39629077911377,1.51622176170349,0.444444447755814,1.70031785964966,0,0.577658295631409,0,0,0,0.196418553590775,0.522165536880493,1.01781952381134,16.4219207763672,11.6858720779419,10.9136419296265,10.2500095367432,9.78564262390137,7.89913558959961,6.41362047195435,5.16561126708984,4.83660221099854,9.52715587615967,14.2630453109741,74.2200012207031,0.800000011920929,5.58496236801147,0.692337870597839,0,0.155708998441696,0,0,0,0.0793816149234772,0.166238144040108,0.245645403862,12.6072568893433,7.4696249961853,5.75286388397217,4.50429058074951,3.43170738220215,2.33435201644897,1.52248334884644,1.02271699905396,1.65968954563141,2.53753423690796,3.10514354705811,1132,47,142
InChI%3D1S%2FC6H6O2%2Fc7-5-1-2-6%288%294-3-5%2Fh1-4%2C7-8H,0.151718497276306,-0.0436642058193684,-0.00775034911930561,-0.00648776441812515,-0.0681089013814926,9.54893779754639,8.66418361663818,11.3283681869507,8.32836818695068,2.66418385505676,308.535888671875,328.346710205078,387.7119140625,254.883850097656,62.6283111572266,0,0,0,6,0,0,58,140.020004272461,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,6.125,2.51999998092651,1.79999995231628,0,0,0,0,3.30192732810974,5.65685415267944,0,0.333333343267441,0,0,0,0,0,0,0,0,0.200000002980232,0,0,0.400000005960464,0.577350258827209,0,0,0,0,0,0,0.0833333358168602,0.16666667163372,5.98312759399414,3.78769373893738,3.3650438785553,2.30453038215637,1.4267463684082,1.30473780632019,0.333333343267441,0,0.816496610641479,0.760079681873322,1.13807117938995,40.4599990844727,0.666666686534882,4,0.149071201682091,0,0,0,0,0,0,0.0277777779847383,0.0248451996594667,4.20382833480835,2.2685809135437,1.51639783382416,0.849709272384644,0.452632397413254,0.286066293716431,0.0496903993189335,0,0.172132596373558,0.135756701231003,0.137870818376541,62,7,36
InChI%3D1S%2FC12H14N4%2Fc13-9-3-1-7%285-11%289%2915%298-2-4-10%2814%2912%2816%296-8%2Fh1-6H%2C13-16H2,0.118533372879028,-0.0244492888450623,-0.0583669804036617,0.0253493413329124,0.00483285263180733,17.4399528503418,17.6647415161133,25.3294811248779,26.0494575500488,16.9971122741699,1051.61157226562,1207.34753417969,1646.71838378906,1566.87707519531,1076.45288085938,0,0,0,10,0,2,230,721.039978027344,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,12.4567470550537,5.10416650772095,2.83111119270325,0,0,0,0,5.46963167190552,15.0080585479736,0,5.26933193206787,0,0,1.04277527332306,0,0,0,0,0,0,0,0,0.444444447755814,1.27614235877991,0,0.416666656732559,0,0,0,0,0.136082768440247,0.350732952356339,11.7067422866821,7.57538747787476,7.05539989471436,5.94414329528809,4.03467750549316,3.39886808395386,2.18593811988831,1.32471287250519,3.11453151702881,3.48781371116638,4.9586329460144,104.080001831055,0.800000011920929,5,0.5,0,0.0833333358168602,0,0,0,0,0.0481125228106976,0.0796118155121803,8.77350234985352,4.88076829910278,3.6873927116394,2.50690865516663,1.50863575935364,1.04163086414337,0.531730711460114,0.264090657234192,0.936467051506042,0.945904433727264,1.09223628044128,440,24,82
InChI%3D1S%2FC6H6Cl2N2%2Fc7-4-1-3%289%292-5%288%296%284%2910%2Fh1-2H%2C9-10H2,0.152479380369186,-0.0167892556637526,-0.0469415932893753,-0.0537734366953373,0.0239950809627771,26.1454830169678,14.2358455657959,22.4716911315918,26.3562355041504,23.8331432342529,641.422668457031,712.739501953125,929.595031738281,777.261596679688,340.129577636719,0,0,0,6,0,0,76,166.039993286133,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,8.10000038146973,2.93877553939819,1.75,0,0,0,0,0.5,5.11154460906982,0,3.53277564048767,0,0,0.200000002980232,0,0,0,0,0,0,0,0,0.400000005960464,0.952529728412628,0,0.272165536880493,0,0,0,0,0.0555555559694767,0.222222223877907,7.72361469268799,4.60906076431274,4.39026069641113,3.34344482421875,2.35571956634521,1.30466866493225,0.69780433177948,0.111111111938953,2.00613451004028,2.69851565361023,3.27736973762512,52.0400009155273,0.666666686534882,4.32192802429199,0.495720654726028,0,0.0944911167025566,0,0,0,0,0.020833333954215,0.0713018178939819,6.57718801498413,3.36594414710999,2.71262574195862,1.726802110672,1.10784435272217,0.439214527606964,0.243420630693436,0.0272772368043661,0.859530866146088,1.07965326309204,1.00505304336548,110,13,48
InChI%3D1S%2FC14H10Cl4%2Fc15-11-5-1-9%282-6-11%2913%2814%2817%2918%2910-3-7-12%2816%298-4-10%2Fh1-8%2C13-14H,0.16771037876606,-0.0756644308567047,-0.0042991116642952,0.00362781877629459,0.0275249201804399,48.8510131835938,26.8069496154785,45.4231796264648,41.613899230957,43.5173721313477,1453.10961914062,1664.759765625,2228.96215820312,2238.13403320312,1931.59460449219,0,1,0,10,0,3,277,535.039978027344,0,8,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,14.4099721908569,6.43787002563477,3.75,0,0,0,0,8.69190216064453,17.8274536132812,0,5.31369256973267,0,0,0,0,0,0,0,0,0,0,0,0.5,1.35512804985046,0,0.222222223877907,0,0,0,0,0.16666667163372,0.262891709804535,13.1209554672241,8.5753870010376,7.86127090454102,5.97948932647705,4.81508874893188,3.88704609870911,2.23566174507141,1.73965048789978,2.59419345855713,4.01762342453003,5.39508724212646,0,1,5.16992521286011,1.08231937885284,0,0.162698417901993,0,0,0,0,0.0555555559694767,0.095069095492363,12.3090763092041,6.99661874771118,5.95188140869141,3.71812534332275,2.65753102302551,1.81439125537872,0.972178339958191,0.754593133926392,1.6759979724884,2.2754955291748,2.61753058433533,603,26,90
InChI%3D1S%2FC13H16F3N3O4%2Fc1-3-5-17%286-4-2%2912-10%2818%2820%2921%297-9%2813%2814%2C15%2916%298-11%2812%2919%2822%2923%2Fh7-8H%2C3-6H2%2C1-2H3,0.493632853031158,-0.170768558979034,0.0104093607515097,0.0873916819691658,-0.111190050840378,31.6839733123779,27.7901458740234,43.4582748413086,45.1969032287598,52.2169647216797,1154.609375,1345.15515136719,1871.46203613281,2122.20458984375,2102.1337890625,0,5,0,7,0,1,309,1015.09997558594,0,2,0,0,0,4,2,0,0,4,0,0,0,0,2,0,3,0,0,4,0,0,0,0,1,1,21.043478012085,8.90909099578857,5.5,0.16666667163372,3.57098054885864,1.555304646492,0.25,4.84461307525635,8.86262512207031,1.37001347541809,3.53277564048767,1.63299322128296,0,0,0,0,0,0,0.908560276031494,1.44224953651428,0,0,0.444444447755814,2.72697305679321,0.288675129413605,0.851455628871918,0.144337564706802,0,0,0,0.0555555559694767,0.124002821743488,17.7840919494629,10.6284465789795,10.2648763656616,6.90275955200195,5.49538612365723,4.86656904220581,3.78215932846069,2.03072142601013,4.56718683242798,6.19432258605957,9.86476612091064,94.879997253418,0.800000011920929,5.52356195449829,0.588813781738281,0.0134987309575081,0.114049226045609,0.00449957698583603,0,0,0,0.020833333954215,0.0383675172924995,12.5916547775269,6.91943359375,4.86213111877441,3.09367704391479,2.24543881416321,1.54535627365112,0.897377729415894,0.401316970586777,1.13761103153229,1.59590184688568,2.02821898460388,1082,37,112
InChI%3D1S%2FC6H8N2O%2Fc7-4-1-2-6%289%295%288%293-4%2Fh1-3%2C9H%2C7-8H2,0.140576645731926,-0.027377100661397,-0.0404568575322628,-0.00325649743899703,-0.0288540609180927,10.4944448471069,9.66446208953857,13.3289251327515,11.8823909759521,5.02445030212402,417.245635986328,452.955139160156,567.394409179688,430.126800537109,150.62841796875,0,0,0,6,0,0,67,217.029998779297,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,7.11111116409302,2.72222232818604,1.70414197444916,0,0,0,0,1.65096366405487,5.85380077362061,0,1.65096366405487,0,0,0.25,0,0,0,0,0,0,0,0,0.400000005960464,0.760079681873322,0,0.16666667163372,0,0,0,0,0.0680413842201233,0.20412415266037,6.85337114334106,4.19837713241577,3.87279200553894,2.86036610603333,1.81676292419434,1.33160018920898,0.504473328590393,0.0680413842201233,1.47827804088593,1.55802857875824,2.07593297958374,72.2699966430664,0.666666686534882,4.16992521286011,0.244108095765114,0,0.0215165745466948,0,0,0,0,0.0240562614053488,0.0385360643267632,4.83396482467651,2.53899097442627,1.81825315952301,1.05158722400665,0.572996973991394,0.32458508014679,0.0909610167145729,0.00621129991486669,0.342518478631973,0.306271016597748,0.298112750053406,84,10,42
InChI%3D1S%2FC11H14N2O4%2Fc12-10%2814%2916-6-9%287-17-11%2813%2915%298-4-2-1-3-5-8%2Fh1-5%2C9H%2C6-7H2%2C%28H2%2C12%2C14%29%28H2%2C13%2C15%29,0.505027949810028,-0.423970252275467,0.255309194326401,-0.124336294829845,0.164827808737755,20.8178520202637,19.3249225616455,25.4269866943359,21.3249225616455,21.0993919372559,813.869079589844,889.7373046875,1095.99645996094,1047.97192382812,919.112365722656,0,2,0,5,0,2,213,689.059997558594,0,5,0,0,0,1,0,0,2,0,0,0,2,0,0,0,0,0,2,2,0,2,0,1,0,0,15.0588235855103,8.16326522827148,6.47933864593506,0,0,0,0,8.56995296478271,9.42196369171143,0,1.94416129589081,0,0,0.125,0,0,0,0,0,0.125,1.15470051765442,0.25,0.5,1.14982986450195,0,0.0833333358168602,0,0,0,0,0.102062076330185,0.0589255653321743,12.6733617782593,8.09222412109375,7.10056400299072,4.54611206054688,3.31613230705261,2.74084258079529,1.70748269557953,1.04676640033722,1.52015936374664,1.80274939537048,2.38158059120178,106.620002746582,1,5.08746290206909,0.331849694252014,0,0.0481125228106976,0,0,0,0,0.0320750139653683,0.0185185186564922,9.0892391204834,4.94866752624512,3.33992052078247,2.11344957351685,1.32482039928436,0.859748303890228,0.396211087703705,0.196899726986885,0.596261382102966,0.661472856998444,0.678584933280945,564,19,76
InChI%3D1S%2FC7H5Cl2NO2%2Fc8-3-1-4%287%2811%2912%296%289%295%2810%292-3%2Fh1-2H%2C10H2%2C%28H%2C11%2C12%29,0.31386810541153,-0.0955173075199127,0.0230470113456249,-0.0850304141640663,-0.127967447042465,29.3344326019287,16.7338447570801,26.5779724121094,30.8616981506348,28.8221950531006,724.361877441406,820.535339355469,1097.31689453125,998.400329589844,603.584655761719,1,0,0,5,0,1,100,157.050003051758,0,2,0,0,0,4,0,0,0,1,0,0,1,0,0,2,0,1,1,0,0,0,0,0,0,0,10.0833330154419,3.80622839927673,2.25,0,0,0,0,0.5,5.67623996734619,0,5.45069169998169,0,0,0,0,0,0,0,0,0.5,0,0,0.400000005960464,1.18624353408813,0,0.350732952356339,0,0,0,0,0.0555555559694767,0.198741674423218,9.30096530914307,5.51974439620972,5.32084846496582,3.87790775299072,2.92609214782715,2.07476544380188,0.778800189495087,0.417763590812683,2.41046333312988,3.39291405677795,4.89040517807007,63.3199996948242,0.666666686534882,4.58496236801147,0.531864583492279,0,0.101337566971779,0,0,0,0,0.020833333954215,0.0696903541684151,7.35529947280884,3.75500011444092,2.97611165046692,1.93597447872162,1.18255412578583,0.738050639629364,0.228746086359024,0.0710627138614655,0.948082387447357,1.09116661548615,1.3230996131897,184,17,58
InChI%3D1S%2FC6H4Cl2%2Fc7-5-1-2-6%288%294-3-5%2Fh1-4H,0.0801858827471733,-0.0236332435160875,-0.00385585660114884,-0.00271514779888093,-0.0362370833754539,23.4255065917969,11.9034748077393,17.8069496154785,14.8069496154785,5.90347480773926,452.600219726562,480.79052734375,564.630737304688,375.508026123047,101.468994140625,0,0,0,6,0,0,58,88.0199966430664,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,6.125,2.51999998092651,1.79999995231628,0,0,0,0,3.30192732810974,5.65685415267944,0,0.333333343267441,0,0,0,0,0,0,0,0,0,0,0,0.400000005960464,0.577350258827209,0,0,0,0,0,0,0.0833333358168602,0.16666667163372,5.98312759399414,3.78769373893738,3.3650438785553,2.30453038215637,1.4267463684082,1.30473780632019,0.333333343267441,0,0.816496610641479,0.760079681873322,1.13807117938995,0,0.666666686534882,4,0.377964466810226,0,0,0,0,0,0,0.0277777779847383,0.0629940778017044,5.57718801498413,2.95526051521301,2.30930733680725,1.30749583244324,0.681525647640228,0.59917026758194,0.125988155603409,0,0.436435788869858,0.344206035137177,0.499412149190903,62,7,36
