SMILES,nAtomP,nAtom,MLogP,nB,ALogP,LipinksiFailures,naAromAtom,nRotB,XLogP,LipinskiFailures,AMR,nHBDon,ALogp2,nAtomLAC,nAromBond,nAtomLC
InChI%3D1S%2FC19H16ClNO4%2Fc1-11-15%2810-18%2822%2923%2916-9-14%2825-2%297-8-17%2816%2921%2811%2919%2824%2912-3-5-13%2820%296-4-12%2Fh3-9H%2C10H2%2C1-2H3%2C%28H%2C22%2C23%29, 18.0, 41.0, 2.89000010490417, 27.0, 0.292199999094009, , 15.0, 5.0, 3.75799989700317, 0.0, 37.8739013671875, 1.0, 0.0853808373212814, 2.0, 16.0, 4.0
InChI%3D1S%2FC9H13ClN6%2Fc1-4-12-7-13-6%2810%2914-8%2815-7%2916-9%282%2C3%295-11%2Fh4H2%2C1-3H3%2C%28H2%2C12%2C13%2C14%2C15%2C16%29, 4.0, 33.0, 1.67999994754791, 16.0, 1.18340003490448, , 0.0, 3.0, 0.544000029563904, 0.0, 60.3378982543945, 4.0, 1.40043556690216, 3.0, 0.0, 6.0
InChI%3D1S%2FC3H4O2%2Fc4-3-1-2-5-3%2Fh1-2H2, 3.0, 9.0, 1.57000005245209, 5.0, -0.0447000004351139, , 0.0, 0.0, -0.138999998569489, 0.0, 15.5530996322632, 0.0, 0.00199808995239437, 0.0, 0.0, 0.0
InChI%3D1S%2FC10H13N3O%2Fc14-12-13-7-2-1-5-10%2813%299-4-3-6-11-8-9%2Fh3-4%2C6%2C8%2C10H%2C1-2%2C5%2C7H2, 6.0, 27.0, 2.11999988555908, 15.0, -1.01660001277924, , 6.0, 2.0, 1.73399996757507, 0.0, 25.5020008087158, 0.0, 1.03347551822662, 0.0, 6.0, 2.0
InChI%3D1S%2FC10H8N4%2Fc11-8-5-4-7-10%2813-8%2914-6-2-1-3-9%2814%2912-7%2Fh1-6H%2C%28H2%2C11%2C13%29, 3.0, 28.0, 2.11999988555908, 16.0, -1.02540004253387, , 0.0, 0.0, 1.56900000572205, 0.0, 34.0446014404297, 3.0, 1.05144512653351, 0.0, 5.0, 0.0
InChI%3D1S%2FC2H5NO2%2Fc3-1-2%284%295%2Fh1%2C3H2%2C%28H%2C4%2C5%29, 3.0, 10.0, 1.35000002384186, 4.0, -1.19149994850159, , 0.0, 1.0, -3.34999990463257, 0.0, 16.0034008026123, 2.0, 1.41967225074768, 2.0, 0.0, 5.0
InChI%3D1S%2FC8H11N3%2Fc1-11%282%2910-9-8-6-4-3-5-7-8%2Fh3-7H%2C1-2H3%2Fb10-9%2B, 9.0, 22.0, 2.00999999046326, 11.0, 0.114100001752377, , 6.0, 2.0, 2.15000009536743, 0.0, 18.6075992584229, 0.0, 0.0130188101902604, 0.0, 6.0, 5.0
InChI%3D1S%2FC9H17NO2%2Fc10-7-9%286-8%2811%2912%294-2-1-3-5-9%2Fh1-7%2C10H2%2C%28H%2C11%2C12%29, 3.0, 29.0, 2.11999988555908, 12.0, -2.05229997634888, , 0.0, 3.0, 1.39100003242493, 0.0, 41.7888984680176, 2.0, 4.21193552017212, 2.0, 0.0, 4.0
InChI%3D1S%2FC5H12N2O3%2Fc1-5%289%294-7%286-10%292-3-8%2Fh5%2C8-9H%2C2-4H2%2C1H3, 3.0, 22.0, 1.46000003814697, 9.0, -0.998700022697449, , 0.0, 5.0, -1.23300004005432, 0.0, 37.2195014953613, 2.0, 0.997401714324951, 3.0, 0.0, 10.0
InChI%3D1S%2FC18H25NO6%2Fc1-3-12-8-11%282%2918%2823%2C10-20%2917%2822%2924-9-13-4-6-19-7-5-14%2815%2813%2919%2925-16%2812%2921%2Fh3-4%2C11%2C14-15%2C20%2C23H%2C5-10H2%2C1-2H3%2Ft11-%2C14%3F%2C15-%2C18-%2Fm1%2Fs1, 5.0, 50.0, 2.67000007629395, 27.0, -0.278400003910065, , 0.0, 1.0, 0.5, 0.0, 88.6892013549805, 2.0, 0.0775065571069717, 2.0, 0.0, 2.0
InChI%3D1S%2FC13H18Cl2N2O2%2Fc14-5-7-17%288-6-15%2911-3-1-10%282-4-11%299-12%2816%2913%2818%2919%2Fh1-4%2C12H%2C5-9%2C16H2%2C%28H%2C18%2C19%29%2Ft12-%2Fm0%2Fs1, 7.0, 37.0, 2.23000001907349, 19.0, 0.463800013065338, , 6.0, 8.0, 0.514999985694885, 0.0, 52.6076011657715, 2.0, 0.215110436081886, 3.0, 6.0, 7.0
InChI%3D1S%2FC5H10N2O3%2Fc1-5%289%294-7%286-10%292-3-8%2Fh8H%2C2-4H2%2C1H3, 3.0, 20.0, 1.46000003814697, 9.0, -1.00660002231598, , 0.0, 5.0, -1.33700001239777, 0.0, 35.9785003662109, 1.0, 1.01324355602264, 3.0, 0.0, 10.0
InChI%3D1S%2FC9H8N4O2S%2Fc1-13%2812-15%299%2814%2911-8-10-6-4-2-3-5-7%286%2916-8%2Fh2-5H%2C1H3%2C%28H%2C10%2C11%2C14%29, 15.0, 24.0, 1.67999994754791, 17.0, 1.01590001583099, , 9.0, 3.0, 1.67499995231628, 0.0, 30.6247997283936, 2.0, 1.03205275535583, 0.0, 10.0, 7.0
InChI%3D1S%2FC3H6O%2Fc1-3-2-4-3%2Fh3H%2C2H2%2C1H3, 0.0, 10.0, 1.67999994754791, 4.0, -0.141599997878075, , 0.0, 0.0, 0.270000010728836, 0.0, 15.6279001235962, 0.0, 0.0200505591928959, 0.0, 0.0, 0.0
InChI%3D1S%2FC12H4Cl4O2%2Fc13-5-1-9-10%282-6%285%2914%2918-12-4-8%2816%297%2815%293-11%2812%2917-9%2Fh1-4H, 14.0, 22.0, 2.11999988555908, 20.0, 2.66899991035461, , 12.0, 0.0, 4.15999984741211, 0.0, 25.7005996704102, 0.0, 7.12356090545654, 0.0, 12.0, 0.0
InChI%3D1S%2FC15H18N4O%2Fc1-3-18%284-2%2915-7-5-13%286-8-15%2916-17-14-9-11-19%2820%2912-10-14%2Fh5-12H%2C3-4H2%2C1-2H3%2Fb17-16%2B, 16.0, 38.0, 2.55999994277954, 21.0, 0.695299983024597, , 12.0, 5.0, 3.86500000953674, 0.0, 24.3218994140625, 0.0, 0.483442097902298, 2.0, 12.0, 5.0
InChI%3D1S%2FC6H6N2O3%2Fc7-5-2-1-4%288%2810%2911%293-6%285%299%2Fh1-3%2C9H%2C7H2, 11.0, 17.0, 1.57000005245209, 11.0, -1.25680005550385, , 6.0, 1.0, 1.11899995803833, 0.0, 9.67249965667725, 2.0, 1.57954621315002, 0.0, 6.0, 3.0
InChI%3D1S%2FC26H29NO.C6H8O7%2Fc1-4-25%2821-11-7-5-8-12-21%2926%2822-13-9-6-10-14-22%2923-15-17-24%2818-16-23%2928-20-19-27%282%293%3B7-3%288%291-6%2813%2C5%2811%2912%292-4%289%2910%2Fh5-18H%2C4%2C19-20H2%2C1-3H3%3B13H%2C1-2H2%2C%28H%2C7%2C8%29%28H%2C9%2C10%29%28H%2C11%2C12%29, 21.0, 78.0, 3.99000000953674, 42.0, -0.924600005149841, , 18.0, 13.0, 8.50899982452393, 2.0, 79.1876983642578, 4.0, 0.854885160923004, 5.0, 18.0, 13.0
InChI%3D1S%2FC37H36N2O9S3.2Na%2Fc1-3-38%2825-27-7-5-9-35%2823-27%2950%2843%2C44%2945%2932-17-11-29%2812-18-32%2937%2831-15-21-34%2822-16-31%2949%2840%2C41%2942%2930-13-19-33%2820-14-30%2939%284-2%2926-28-8-6-10-36%2824-28%2951%2846%2C47%2948%3B%3B%2Fh5-24H%2C3-4%2C25-26H2%2C1-2H3%2C%28H2-%2C40%2C41%2C42%2C43%2C44%2C45%2C46%2C47%2C48%29%3B%3B%2Fq%3B2%2A%2B1%2Fp-2, 25.0, 87.0, 3.76999998092651, 55.0, , , 24.0, 12.0, 5.63899993896484, 2.0, , 0.0, , 2.0, 24.0, 4.0
InChI%3D1S%2FC5H12N2S%2Fc1-3-6-5%288%297-4-2%2Fh3-4H2%2C1-2H3%2C%28H2%2C6%2C7%2C8%29, 3.0, 20.0, 1.67999994754791, 7.0, 1.03400003910065, , 0.0, 3.0, 1.17799997329712, 0.0, 37.1855010986328, 1.0, 1.06915605068207, 2.0, 0.0, 8.0
InChI%3D1S%2FCH2Cl2%2Fc2-1-3%2Fh1H2, 0.0, 5.0, 1.35000002384186, 2.0, 1.07290005683899, , 0.0, 0.0, 1.51900005340576, 0.0, 16.4382991790771, 0.0, 1.15111446380615, 0.0, 0.0, 3.0
InChI%3D1S%2FC11H24N2O%2Fc1-3-4-5-6-7-8-9-10-11-13%282%2912-14%2Fh3-11H2%2C1-2H3, 3.0, 38.0, 2.33999991416931, 13.0, -2.2525999546051, , 0.0, 10.0, 4.48899984359741, 0.0, 48.2574996948242, 0.0, 5.07420682907104, 10.0, 0.0, 14.0
InChI%3D1S%2FC13H14O5%2Fc1-5-7%283%2918-4-8-9%285%296%282%2911%2814%2910%2812%288%2915%2913%2816%2917%2Fh4-5%2C7%2C15H%2C1-3H3%2C%28H%2C16%2C17%29%2Ft5-%2C7%3F%2Fm0%2Fs1, 13.0, 32.0, 2.33999991416931, 19.0, -0.344500005245209, , 0.0, 1.0, 1.62000000476837, 0.0, 64.4410018920898, 2.0, 0.118680253624916, 0.0, 0.0, 2.0
InChI%3D1S%2FC2H4Cl2%2Fc3-1-2-4%2Fh1-2H2, 0.0, 8.0, 1.46000003814697, 3.0, 1.51180005073547, , 0.0, 1.0, 1.74000000953674, 0.0, 20.6555995941162, 0.0, 2.28553915023804, 2.0, 0.0, 4.0
InChI%3D1S%2FC3H5Br2Cl%2Fc4-1-3%285%292-6%2Fh3H%2C1-2H2, 0.0, 11.0, 1.46000003814697, 5.0, 2.49469995498657, , 0.0, 2.0, 3.0550000667572, 0.0, 35.636100769043, 0.0, 6.2235279083252, 3.0, 0.0, 6.0
InChI%3D1S%2FC6H6N4O4%2Fc7-6%2811%299-8-3-4-1-2-5%2814-4%2910%2812%2913%2Fh1-3H%2C%28H3%2C7%2C9%2C11%29%2Fb8-3-, 14.0, 20.0, 1.24000000953674, 14.0, -0.309399992227554, , 5.0, 4.0, 2.30399990081787, 0.0, 23.0333995819092, 3.0, 0.0957283601164818, 0.0, 5.0, 6.0
InChI%3D1S%2FC11H16N4O4%2Fc1-7%2815-5-10%2818%2913-11%2819%296-15%292-14-3-8%2816%2912-9%2817%294-14%2Fh7H%2C2-6H2%2C1H3%2C%28H%2C12%2C16%2C17%29%28H%2C13%2C18%2C19%29, 5.0, 35.0, 1.78999996185303, 20.0, -2.47090005874634, , 0.0, 3.0, -1.29999995231628, 0.0, 64.4886016845703, 2.0, 6.1053466796875, 3.0, 0.0, 3.0
InChI%3D1S%2FC7H8N2O3%2Fc1-12-7-3-2-5%289%2810%2911%294-6%287%298%2Fh2-4H%2C8H2%2C1H3, 11.0, 20.0, 1.67999994754791, 12.0, -0.848299980163574, , 6.0, 2.0, 1.20899999141693, 0.0, 14.4237003326416, 1.0, 0.719612896442413, 0.0, 6.0, 2.0
InChI%3D1S%2FC14H15N3O2%2Fc1-14%282%299-7-8%283-4-11%289%2915-13%2814%2919%2910-5-6-12%2818%2917-16-10%2Fh3-4%2C7H%2C5-6H2%2C1-2H3%2C%28H%2C15%2C19%29%28H%2C17%2C18%29, 14.0, 34.0, 2.45000004768372, 21.0, 0.714999973773956, , 6.0, 1.0, 2.60400009155273, 0.0, 46.2789993286133, 2.0, 0.511224985122681, 0.0, 6.0, 0.0
InChI%3D1S%2FCHBr3%2Fc2-1%283%294%2Fh1H, 0.0, 5.0, 1.24000000953674, 3.0, 2.228600025177, , 0.0, 0.0, 3.08800005912781, 0.0, 29.7896995544434, 0.0, 4.96665811538696, 0.0, 0.0, 4.0
InChI%3D1S%2FC3H9O3P%2Fc1-5-7%283%2C4%296-2%2Fh1-3H3, 4.0, 16.0, 1.35000002384186, 6.0, -0.120600000023842, , 0.0, 2.0, -0.214000001549721, 0.0, 26.142599105835, 0.0, 0.0145443603396416, 0.0, 0.0, 7.0
InChI%3D1S%2FC7H15Cl2N2O2P%2Fc8-2-4-10-14%2812%2911%286-3-9%295-1-7-13-14%2Fh1-7H2%2C%28H%2C10%2C12%29, 5.0, 29.0, 1.46000003814697, 14.0, 0.0841000005602837, , 0.0, 5.0, 0.834999978542328, 0.0, 55.7243003845215, 1.0, 0.0070728100836277, 2.0, 0.0, 4.0
InChI%3D1S%2FC6H12Cl3O4P%2Fc7-1-4-11-14%2810%2C12-5-2-8%2913-6-3-9%2Fh1-6H2, 5.0, 26.0, 1.24000000953674, 13.0, 2.20379996299744, , 0.0, 9.0, 1.60500001907349, 0.0, 56.1287002563477, 0.0, 4.85673427581787, 2.0, 0.0, 14.0
InChI%3D1S%2FHI.K%2Fh1H%3B%2Fq%3B%2B1%2Fp-1, 0.0, 2.0, 1.24000000953674, 0.0, , , 0.0, 0.0, 1.04999995231628, 0.0, , 0.0, , 0.0, 0.0, 0.0
InChI%3D1S%2FC4H9NO%2Fc1-3-4%282%295-6%2Fh6H%2C3H2%2C1-2H3, 3.0, 15.0, 1.67999994754791, 5.0, -0.125900000333786, , 0.0, 1.0, 0.680999994277954, 0.0, 24.7532005310059, 1.0, 0.0158508103340864, 4.0, 0.0, 6.0
InChI%3D1S%2FC13H9NO2%2Fc15-14%2816%2911-5-6-13-10%288-11%297-9-3-1-2-4-12%289%2913%2Fh1-6%2C8H%2C7H2, 15.0, 25.0, 2.55999994277954, 18.0, 0.409599989652634, , 12.0, 1.0, 5.86100006103516, 1.0, 7.48680019378662, 0.0, 0.16777215898037, 0.0, 12.0, 3.0
InChI%3D1S%2FC8H11NO%2Fc1-6-3-4-8%2810-2%297%289%295-6%2Fh3-5H%2C9H2%2C1-2H3, 8.0, 21.0, 2.11999988555908, 10.0, -0.159700006246567, , 6.0, 1.0, 1.64499998092651, 0.0, 17.0400009155273, 1.0, 0.0255040898919106, 0.0, 6.0, 2.0
InChI%3D1S%2FC10H13NO2%2Fc1-3-13-10-6-4-9%285-7-10%2911-8%282%2912%2Fh4-7H%2C3H2%2C1-2H3%2C%28H%2C11%2C12%29, 10.0, 26.0, 2.23000001907349, 13.0, 0.126900002360344, , 6.0, 3.0, 2.60800004005432, 0.0, 25.5104007720947, 1.0, 0.0161036103963852, 2.0, 6.0, 4.0
InChI%3D1S%2FC35H45Cl2NO6%2Fc1-33-14-12-26%2839%2920-24%2833%298-11-27-28-13-15-35%2843%2C34%2828%2C2%2921-29%2840%2932%2827%2933%2930%2841%2922-44-31%2842%295-3-4-23-6-9-25%2810-7-23%2938%2818-16-36%2919-17-37%2Fh6-7%2C9-10%2C12%2C14%2C20%2C27-29%2C32%2C40%2C43H%2C3-5%2C8%2C11%2C13%2C15-19%2C21-22H2%2C1-2H3%2Ft27%3F%2C28-%2C29-%2C32%2B%2C33-%2C34%3F%2C35-%2Fm0%2Fs1, 7.0, 89.0, 4.32000017166138, 48.0, 0.868900001049042, , 6.0, 13.0, 5.7039999961853, 2.0, 146.226898193359, 2.0, 0.754987180233002, 4.0, 6.0, 9.0
InChI%3D1S%2FC5H12O%2Fc1-5%282%2C3%296-4%2Fh1-4H3, 0.0, 18.0, 1.89999997615814, 5.0, 0.981800019741058, , 0.0, 1.0, 1.32000005245209, 0.0, 26.8162994384766, 0.0, 0.963931262493134, 0.0, 0.0, 6.0
InChI%3D1S%2FC5H11N3O3%2Fc1-2-6-5%2810%298%287-11%293-4-9%2Fh9H%2C2-4H2%2C1H3%2C%28H%2C6%2C10%29, 6.0, 22.0, 1.35000002384186, 10.0, 0.0143999997526407, , 0.0, 5.0, -0.633000016212463, 0.0, 38.9272994995117, 2.0, 0.000207360004424118, 2.0, 0.0, 11.0
InChI%3D1S%2FC16H16N4O4S%2Fc21-9-7-19%288-10-22%2916-11-3-1-2-4-12%2811%2917-15%2818-16%2913-5-6-14%2825-13%2920%2823%2924%2Fh1-6%2C21-22H%2C7-10H2, 19.0, 41.0, 2.23000001907349, 27.0, -0.31700000166893, , 15.0, 7.0, 2.37199997901917, 0.0, 37.5553016662598, 2.0, 0.100488997995853, 2.0, 16.0, 7.0
InChI%3D1S%2FC17H20N2O%2Fc1-18%282%2915-9-5-13%286-10-15%2917%2820%2914-7-11-16%2812-8-14%2919%283%294%2Fh5-12H%2C1-4H3, 16.0, 40.0, 3.0, 21.0, 0.171800002455711, , 12.0, 4.0, 3.60899996757507, 0.0, 33.9287986755371, 0.0, 0.0295152403414249, 0.0, 12.0, 3.0
InChI%3D1S%2FC4H8O%2Fc1-2-4-5-3-1%2Fh1-4H2, 0.0, 13.0, 1.78999996185303, 5.0, -0.706900000572205, , 0.0, 0.0, 0.526000022888184, 0.0, 16.86669921875, 0.0, 0.499707609415054, 0.0, 0.0, 0.0
InChI%3D1S%2FC6H6Cl6%2Fc7-1-2%288%294%2810%296%2812%295%2811%293%281%299%2Fh1-6H%2Ft1-%2C2-%2C3-%2C4%3F%2C5%3F%2C6%2B%2Fm1%2Fs1, 0.0, 18.0, 1.46000003814697, 12.0, 4.16340017318726, , 0.0, 0.0, 3.83400011062622, 0.0, 54.0810012817383, 0.0, 17.3339004516602, 0.0, 0.0, 0.0
InChI%3D1S%2FC20H24O2%2Fc1-3-20%2822%2911-9-18-17-6-4-13-12-14%2821%295-7-15%2813%2916%2817%298-10-19%2818%2C20%292%2Fh1%2C5%2C7%2C12%2C16-18%2C21-22H%2C4%2C6%2C8-11H2%2C2H3%2Ft16-%2C17%3F%2C18%3F%2C19%2B%2C20%2B%2Fm1%2Fs1, 7.0, 46.0, 3.44000005722046, 25.0, 0.604099988937378, , 6.0, 0.0, 4.66699981689453, 0.0, 60.8055992126465, 2.0, 0.364936798810959, 2.0, 6.0, 2.0
InChI%3D1S%2FC13H21NO3%2Fc1-13%282%2C3%2914-7-12%2817%299-4-5-11%2816%2910%286-9%298-15%2Fh4-6%2C12%2C14-17H%2C7-8H2%2C1-3H3, 7.0, 38.0, 2.45000004768372, 17.0, -0.794900000095367, , 6.0, 5.0, 1.17299997806549, 0.0, 43.3166007995605, 4.0, 0.631866037845612, 2.0, 6.0, 8.0
InChI%3D1S%2FC7H10N6O3%2Fc1-11-4-8-6%2812%282%299-15%295%2811%297%2814%2913%283%2910-16%2Fh4H%2C1-3H3, 5.0, 26.0, 1.24000000953674, 16.0, -0.0309999994933605, , 0.0, 5.0, -0.688000023365021, 0.0, 42.2438011169434, 1.0, 0.000960999983362854, 0.0, 5.0, 6.0
InChI%3D1S%2FC3H5ClO%2Fc4-1-3-2-5-3%2Fh3H%2C1-2H2, 0.0, 10.0, 1.57000005245209, 5.0, 0.563000023365021, , 0.0, 1.0, 0.611999988555908, 0.0, 20.056999206543, 0.0, 0.316969007253647, 0.0, 0.0, 2.0
InChI%3D1S%2FC4H10N2S%2Fc1-5-4%287%296%282%293%2Fh1-3H3%2C%28H%2C5%2C7%29, 3.0, 17.0, 1.57000005245209, 6.0, 0.523400008678436, , 0.0, 1.0, 1.06099998950958, 0.0, 34.2011985778809, 0.0, 0.273947566747665, 0.0, 0.0, 7.0
InChI%3D1S%2FC20H18ClNO6%2Fc1-10-7-12-14%2821%299-13%2817%2823%2916%2812%2920%2827%2928-10%2918%2824%2922-15%2819%2825%2926%298-11-5-3-2-4-6-11%2Fh2-6%2C9-10%2C15%2C23H%2C7-8H2%2C1H3%2C%28H%2C22%2C24%29%28H%2C25%2C26%29%2Ft10-%2C15%2B%2Fm1%2Fs1, 13.0, 46.0, 2.77999997138977, 30.0, -0.159899994730949, , 12.0, 5.0, 4.59299993515015, 1.0, 52.5177993774414, 3.0, 0.0255680102854967, 3.0, 12.0, 8.0
InChI%3D1S%2FC3H4N2O3%2Fc6-3-5%284-7%291-2-8-3%2Fh1-2H2, 6.0, 12.0, 1.24000000953674, 8.0, 0.336699992418289, , 0.0, 1.0, -0.323000013828278, 0.0, 24.3743000030518, 0.0, 0.113366886973381, 0.0, 0.0, 2.0
InChI%3D1S%2FC11H17N3O4%2Fc1-12-10-3-2-9%288-11%2810%2914%2817%2918%2913%284-6-15%295-7-16%2Fh2-3%2C8%2C12%2C15-16H%2C4-7H2%2C1H3, 11.0, 35.0, 1.89999997615814, 18.0, -1.2257000207901, , 6.0, 7.0, 1.08200001716614, 0.0, 38.7584991455078, 3.0, 1.50234043598175, 2.0, 6.0, 7.0
InChI%3D1S%2FC4H9N5O3%2Fc1-2-3-8%287-10%294%285%296-9%2811%2912%2Fh2-3H2%2C1H3%2C%28H2%2C5%2C6%29, 9.0, 21.0, 1.01999998092651, 11.0, -0.343699991703033, , 0.0, 6.0, 1.25399994850159, 0.0, 33.7650985717773, 2.0, 0.118129692971706, 3.0, 0.0, 12.0
InChI%3D1S%2FC21H33NO7%2Fc1-7-13%282%2918%2823%2929-16-9-11-22-10-8-15%2817%2816%2922%2912-28-19%2824%2921%2826%2C14%283%2927-6%2920%284%2C5%2925%2Fh7-8%2C14%2C16-17%2C25-26H%2C9-12H2%2C1-6H3%2Ft14-%2C16-%2C17%3F%2C21%2B%2Fm0%2Fs1, 5.0, 62.0, 2.89000010490417, 30.0, 0.440600007772446, , 0.0, 10.0, 0.513999998569489, 0.0, 106.569602966309, 2.0, 0.19412836432457, 5.0, 0.0, 14.0
InChI%3D1S%2FC9H18N6O6%2Fc16-1-13%282-17%297-10-8%2814%283-18%294-19%2912-9%2811-7%2915%285-20%296-21%2Fh16-21H%2C1-6H2, 9.0, 39.0, 1.12999999523163, 21.0, -2.68919992446899, , 6.0, 9.0, -3.1470000743866, 2.0, 49.4850006103516, 6.0, 7.2317967414856, 0.0, 6.0, 5.0
InChI%3D1S%2FC37H30N4O10S3.2Na%2Fc1-22-4-13-30%2814-5-22%2954%2849%2C50%2951-29-11-9-28%2810-12-29%2938-39-32-15-6-25%2818-23%2832%292%2926-7-16-33%2824%283%2919-26%2940-41-37-34%2842%2917-8-27-20-31%2852%2843%2C44%2945%2921-35%2836%2827%2937%2953%2846%2C47%2948%3B%3B%2Fh4-21%2C42H%2C1-3H3%2C%28H%2C43%2C44%2C45%29%28H%2C46%2C47%2C48%29%3B%3B%2Fq%3B2%2A%2B1%2Fp-2%2Fb39-38%2B%2C41-40%2B%3B%3B, 51.0, 84.0, 3.44000005722046, 59.0, , , 34.0, 10.0, 8.72999954223633, 2.0, , 1.0, , 0.0, 35.0, 4.0
InChI%3D1S%2FC16H19ClN4O2S%2Fc1-10-4-3-5-12%2811%2810%292%2919-14-8-13%2817%2920-16%2821-14%2924-9-15%2823%2918-6-7-22%2Fh3-5%2C8%2C22H%2C6-7%2C9H2%2C1-2H3%2C%28H%2C18%2C23%29%28H%2C19%2C20%2C21%29, 9.0, 47.0, 2.33999991416931, 25.0, 1.45200002193451, , 6.0, 6.0, 2.47300004959106, 0.0, 72.8536987304688, 4.0, 2.10830402374268, 2.0, 6.0, 8.0
InChI%3D1S%2FC6H14N2O%2Fc1-3-5-8%287-9%296-4-2%2Fh3-6H2%2C1-2H3, 3.0, 23.0, 1.78999996185303, 8.0, -0.564000010490417, , 0.0, 5.0, 1.28699994087219, 0.0, 35.7020988464355, 0.0, 0.31809601187706, 3.0, 0.0, 9.0
InChI%3D1S%2FC3H6N6%2Fc4-1-7-2%285%299-3%286%298-1%2Fh%28H6%2C4%2C5%2C6%2C7%2C8%2C9%29, 9.0, 15.0, 1.12999999523163, 9.0, 0.125400006771088, , 0.0, 0.0, 1.6710000038147, 1.0, 26.099100112915, 6.0, 0.0157251600176096, 0.0, 0.0, 0.0
InChI%3D1S%2FC2H4O%2Fc1-2-3%2Fh2H%2C1H3, 1.0, 7.0, 1.57000005245209, 2.0, -0.182500004768372, , 0.0, 0.0, 0.333999991416931, 0.0, 11.7182998657227, 0.0, 0.033306248486042, 2.0, 0.0, 3.0
InChI%3D1S%2FC4H8N2O2%2Fc7-5-6-1-3-8-4-2-6%2Fh1-4H2, 3.0, 16.0, 1.46000003814697, 8.0, -0.221499994397163, , 0.0, 1.0, -0.446000009775162, 0.0, 29.125, 0.0, 0.0490622483193874, 0.0, 0.0, 2.0
InChI%3D1S%2FCH2ClF%2Fc2-1-3%2Fh1H2, 0.0, 5.0, 1.35000002384186, 2.0, 0.774999976158142, , 0.0, 0.0, 1.38199996948242, 0.0, 11.5198001861572, 0.0, 0.600624978542328, 0.0, 0.0, 3.0
InChI%3D1S%2FC11H14N2O4%2Fc1-8%282%2916-9-6-4-5-7-10%289%2917-11%2814%2913%283%2912-15%2Fh4-8H%2C1-3H3, 13.0, 31.0, 2.00999999046326, 17.0, 0.313899993896484, , 6.0, 6.0, 2.65799999237061, 0.0, 37.4609985351562, 0.0, 0.0985332131385803, 0.0, 6.0, 7.0
InChI%3D1S%2FC14H18ClNO4S%2Fc1-9-5-10%282%298-16%287-9%2921%2819%2C20%2911-3-4-13%2815%2912%286-11%2914%2817%2918%2Fh3-4%2C6%2C9-10H%2C5%2C7-8H2%2C1-2H3%2C%28H%2C17%2C18%29%2Ft9-%2C10%2B, 13.0, 39.0, 2.23000001907349, 22.0, -0.0795999988913536, , 6.0, 3.0, 2.29999995231628, 0.0, 55.3368988037109, 1.0, 0.00633616000413895, 0.0, 6.0, 2.0
InChI%3D1S%2FC7H7NO2%2Fc1-6-4-2-3-5-7%286%298%289%2910%2Fh2-5H%2C1H3, 9.0, 17.0, 1.89999997615814, 10.0, 0.595399975776672, , 6.0, 1.0, 3.00600004196167, 0.0, 8.38790035247803, 0.0, 0.354501157999039, 0.0, 6.0, 3.0
InChI%3D1S%2FC2H2Cl2O2%2Fc3-1%284%292%285%296%2Fh1H%2C%28H%2C5%2C6%29, 3.0, 8.0, 1.24000000953674, 5.0, 0.965200006961823, , 0.0, 1.0, 0.570999979972839, 0.0, 22.619499206543, 1.0, 0.931611061096191, 2.0, 0.0, 6.0
InChI%3D1S%2FC10H14N2O4S%2Fc1-9-3-5-10%286-4-9%2917%2814%2C15%2916-8-7-12%282%2911-13%2Fh3-6H%2C7-8H2%2C1-2H3, 10.0, 31.0, 1.78999996185303, 17.0, 0.260899990797043, , 6.0, 6.0, 1.03199994564056, 0.0, 39.2720985412598, 0.0, 0.0680688098073006, 2.0, 6.0, 10.0
InChI%3D1S%2FC12H12N2O3.Na%2Fc1-2-12%288-6-4-3-5-7-8%299%2815%2913-11%2817%2914-10%2812%2916%3B%2Fh3-7H%2C2H2%2C1H3%2C%28H2%2C13%2C14%2C15%2C16%2C17%29%3B%2Fq%3B%2B1%2Fp-1, 8.0, 29.0, 2.11999988555908, 18.0, , , 6.0, 2.0, 3.76099991798401, 0.0, , 1.0, , 2.0, 6.0, 2.0
InChI%3D1S%2FC5H10N2O%2Fc8-6-7-4-2-1-3-5-7%2Fh1-5H2, 3.0, 18.0, 1.67999994754791, 8.0, -0.954599976539612, , 0.0, 1.0, 0.818000018596649, 0.0, 26.8162994384766, 0.0, 0.911261141300201, 0.0, 0.0, 2.0
InChI%3D1S%2FC21H32O3%2Fc1-19-11-13%2812-22%2918%2823%2910-14%2819%294-5-15-16%2819%296-8-20%282%2917%2815%297-9-21%2820%2C3%2924%2Fh12%2C14-17%2C22%2C24H%2C4-11H2%2C1-3H3%2Ft14-%2C15%3F%2C16-%2C17-%2C19%3F%2C20%3F%2C21-%2Fm0%2Fs1, 5.0, 56.0, 3.44000005722046, 27.0, 0.760399997234344, , 0.0, 0.0, 5.11899995803833, 1.0, 91.8352966308594, 2.0, 0.578208148479462, 0.0, 0.0, 2.0
InChI%3D1S%2FC6H8N4O3S%2Fc1-2-7-5%2811%299-6-8-3-4%2814-6%2910%2812%2913%2Fh3H%2C2H2%2C1H3%2C%28H2%2C7%2C8%2C9%2C11%29, 12.0, 22.0, 1.24000000953674, 14.0, 0.59799998998642, , 5.0, 4.0, 1.09899997711182, 0.0, 31.4605007171631, 3.0, 0.357603996992111, 2.0, 5.0, 6.0
