SMILES,LOAEL_mol/kg_bw/day
'CN(C(=O)NC1=CC=C(C=C1)Br)OC',4.31655713179121
'CC1=CC(=CC=C1)NC(=O)OC2=CC=CC(=C2)NC(=O)OC',4.0796286862285
'CC(C)(C)C1=NN=C(S1)N2C(CN(C2=O)C)O',3.70982035175725
'S=P(OCC)(OCC)Oc1ccc2C(C)=C(Cl)C(=O)Oc2c1',5.32917717728496
'COC(=O)c1ccccc1S(=O)(=O)NC(=O)N(C)c2nc(OC)nc(C)n2',4.50011608554638
'C1=CC=C(C(=C1)NC2=NC(=NC(=N2)Cl)Cl)Cl',5.37945812670042
'CC1=C(C=CC(=C1)OP(=S)(OC)OC)[N+](=O)[O-]',5.78008872366218
'COc1c(Cl)ccc(Cl)c1C(=O)(O)',3.28376800169458
'CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Br)Br)C',5.30552261110582
'C1=CC=C(C(=C1)C(C2=CC=C(C=C2)F)(C3=CN=CN=C3)O)Cl',5.10001384041789
'c1ccc2nc(NC(=O)OC)n(C(=O)NCCCC)c2c1',3.40217570413585
'CCOC(=O)COC(=O)C1=C(C=CC(=C1)OC2=C(C=C(C=C2)C(F)(F)F)Cl)[N+](=O)[O-]',4.25309221972639
'CC(C)(C)C(C(N1C=NC=N1)OC2=CC=C(C=C2)C3=CC=CC=C3)O',4.13022504615292
'CCNC(=O)NC(=O)C(=NOC)C#N',3.81561566158005
'CCOC1=C(C=CC(=C1)OC2=C(C=C(C=C2)C(F)(F)F)Cl)[N+](=O)[O-]',3.95628893719942
'CC1=NC=C(N1CCO)[N+](=O)[O-]',3.05729569283336
'O=C(N(SC(Cl)(Cl)Cl)C(=O)c1cccc2)c12',2.77313899543591
'CC(C)(C)c2ccc(OC1CCCCC1OS(=O)OCC#C)cc2',3.54465374823881
'CCCCC(CN1C=NC=N1)(C2=C(C=C(C=C2)Cl)Cl)O',4.82512253178873
'CC(C)(C)C(C(=CC1=C(C=C(C=C1)Cl)Cl)N2C=NC=N2)O',3.81454188371475
'C1=CC(C2C1C3(C(=C(C2(C3(Cl)Cl)Cl)Cl)Cl)Cl)Cl',5.9922949848715
'C1=CC=C2C(=C1)C(=O)C3=C(C2=O)SC(=C(S3)C#N)C#N',4.47176647572299
'CC1=NN(C(=C1C=NOCC2=CC=C(C=C2)C(=O)OC(C)(C)C)OC3=CC=CC=C3)C',5.13623540476555
'CS(=O)(=O)C1=C(C=CC(=C1)C(F)(F)F)C(=O)C2=C(ON=C2)C3CC3',4.25445174537182
'CC1=C(N=C(N=C1OC(=O)N(C)C)N(C)C)C',4.28018891498254
'CCN(CC)C(=O)C(Cl)=C(C)OP(=O)(OC)OC',5.30057855955201
'C1=CC(=CC=C1C(CN)O)O',2.78725763359614
'CC1=C(C(=CC=C1)C)N(C(=O)COC)N2CCOC2=O',3.74554900711723
'c1c(C(F)(F)F)cccc1N2C(=O)C(Cl)=C(NC)C=N2',4.20939714153443
'CCC(C)NC1=C(C=C(C=C1[N+](=O)[O-])C(C)(C)C)[N+](=O)[O-]',3.77134379610358
'C1=CC(=CC=C1S(=O)(=O)C2=CC(=C(C=C2Cl)Cl)Cl)Cl',3.18978539843532
'CCCCC1=C(NC(=NC1=O)NCC)C',3.92280444363211
'n(c(nc(n1)NCC)NCC)c1Cl',4.58033674324961
'FC(F)(F)C(C=C1N(=O)=O)=CC(N(=O)=O)=C1N(CC)CC(C)=C',4.42587730748324
'C1CCC(C1)N(CC2=CC=C(C=C2)Cl)C(=O)NC3=CC=CC=C3',4.11903913677133
'CS(=O)(=O)NC(=O)C1=C(C=CC(=C1)OC2=C(C=C(C=C2)C(F)(F)F)Cl)[N+](=O)[O-]',3.94325990345253
'CCOC(=O)C(C)OC1=CC=C(C=C1)OC2=NC3=C(O2)C=C(C=C3)Cl',4.60419765136131
'CCC1=C(C(=CC=C1)CC)N(CNC(=O)C)C(=O)CCl',3.67657281690409
'NC(=N)NCCCCCCCCCCCC(OC(=O)C)',3.99309483347533
'C1=CC(=CC(=C1)Cl)NC(=O)OCC#CCCl',2.75857660132254
'CC(C)C(C(=O)OC(C(#N))c2cccc(Oc1ccccc1)c2)c3ccc(Cl)cc3',4.22520594870835
'CC(C)C1=C(C=CC(=C1)C(C)(C)C2=CC(=C(C=C2)O)C(C)C)O',4.09683471023993
'CCN(CC1=C(C=CC=C1Cl)F)C2=C(C=C(C=C2[N+](=O)[O-])C(F)(F)F)[N+](=O)[O-]',3.92606530797808
'CCCCCCCCSC(=O)OC1=CC(=NN=C1C2=CC=CC=C2)Cl',3.74923930876524
'CC1=C(C(=O)CC1OC(=O)C2C(C2(C)C)C=C(C)C)CC=C',4.3407141033807
'CCCCNC(=O)N1C2=CC=CC=C2N=C1NC(=O)OC',3.06493353581742
'CC1=C(C(=CC=C1)C)N(C(C)C(=O)OC)C(=O)CC2=CC=CC=C2',3.84966174557959
'CC(C)C(C1=CC=C(C=C1)OC(F)F)C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3',4.87646988000983
'Clc1ccccc1c2nnc(c3ccccc3Cl)nn2',4.1806220183605
'CCOC(=O)NCCOC1=CC=C(C=C1)OC2=CC=CC=C2',4.4790525467538
'CCC1=C(C(=CC=C1)CC)N(CC(=O)OCC)C(=O)CCl',3.79491137150459
'c1(O2)c(CC2(C)C)cccc1OC(=O)N(C)SN(CCCC)CCCC',4.18246564622765
'CCCCOC(=O)C(C)OC1=CC=C(C=C1)OC2=NC=C(C=C2)C(F)(F)F',5.10648736510651
'COC1=CC(=C(C=C1Cl)OC)Cl',3.21917344408706
'CCOP(=S)(OCC)OC1=NN(C(=N1)Cl)C(C)C',4.39966173548004
'n(c(nc(n1)NC(C)C)NCC)c1Cl',3.93587643048823
'CC(C)(C)C(C(=CC1=CC=C(C=C1)Cl)N2C=NC=N2)O',3.8694430122441
'CCCCCCCCc1cc(N(=O)(=O))c(OC(=O)C=CC)c(c1)N(=O)(=O)',3.8625999735624
'c1cc(OC(F)(F)F)ccc1C(O)(C(C)C)c2cncnc2',4.41176854866759
'COP(=O)(C(C(Cl)(Cl)Cl)O)OC',4.10964043198952
'C1=CC(=C(C=C1C(F)(F)F)Cl)OC2=CC(=C(C=C2)[N+](=O)[O-])C(=O)O',3.46138721019571
'CCCN(CC1CC1)C2=C(C=C(C=C2[N+](=O)[O-])C(F)(F)F)[N+](=O)[O-]',4.8417219607834
'CCOC(=O)C(C)OC(=O)C1=C(C=CC(=C1)OC2=C(C=C(C=C2)C(F)(F)F)Cl)[N+](=O)[O-]',3.96545863474241
'CCSC(=O)N1CCCCCC1',4.10198823735002
'CCC1=CC=C(C=C1)C(=O)NN(C(=O)C2=CC(=CC(=C2)C)C)C(C)(C)C',3.86588082257473
'ClC(Cl)C(Cl)(Cl)SN2C(=O)C1CC=CCC1C2(=O)',4.36681001970786
'COC(=O)C1=CC=CC=C1S(=O)(=O)NC(=O)NC2=NC(=CC(=N2)OC(F)F)OC(F)F',3.52443042732356
'CC(C)(C)C(C(N1C=NC=N1)OC2=CC=C(C=C2)Cl)O',4.07300621285581
'CC1=C(C=CC(=C1)Cl)OCC(=O)O',4.70031198338967
'COC=C(C1=CC=CC=C1OC2=NC=NC(=C2)OC3=CC=CC=C3C#N)C(=O)OC',3.81158305905272
'C1=CC=C(C(=C1)C(C2=CC=C(C=C2)Cl)(C3=CN=CN=C3)O)Cl',5.15835722073531
'[O-]Br(=O)=O',4.3215481796762
'OP(=O)OCC',2.4395258763695
'COP(N)(=O)SC',6.14961682124539
'CCOP(=O)(NC(C)C)Oc1ccc(SC)c(C)c1',5.30586339308612
'CCOP(=S)(OCC)SCCSCC',6.8363304797203
'CCOP(=S)(OCC)SCSP(=S)(OCC)OCC',5.28383935473594
'O=C(OCC(CCCC)CC)CCCCC(=O)OCC(CCCC)CC',2.39277487311710
'CN(C=Nc1ccc(C)cc1C)C=Nc2ccc(C)cc2C',4.46746902029786
'CC(C(O)C1OC)OC(C1)(C)OC(C(OC)C2)C(C)OC2(C)OC(C(C)C=CC=C(CO4)C(O)(C4(C)C6O)C(C)(C5=O)C=C6C)C(C)=CCC(C)(OC3(C=CC7C)OC7(C)C(C)CC)CC...' <Preview truncated at 128 characters>,-Inf
'O=C(N(S(=O)(=O)Nc1cccc2)C(C)C)c12',3.83664755457448
'S=P(OC)(OC)SCN1C(=O)SC(OC)=N1',5.38357309992515
'C(#N)Cl',2.94356799915553
'C(#N)Br',2.93862388168010
'C1=CC(=CC=C1C(C2=CC=C(C=C2)Cl)C(Cl)(Cl)Cl)Cl',6.15165939778125
'c(cccc1)(c1)C(C)C',2.56004605053309
'CCCN(CCC)C(=O)SCC',3.87925249559703
'NC(CCCC1)C1',3.21824710516194
'ClC1CC2C(C1Cl)C3(Cl)C(=C(Cl)C2(Cl)C3(Cl)Cl)Cl',4.83439806636601
'CC(C)OC(=O)NC1=CC(=CC=C1)Cl',2.32972480951647
'COC(=O)c1c(Cl)c(Cl)c(C(=O)OC)c(Cl)c1Cl',4.52109130295968
'COC(=O)C1=CC=C(C=C1)C(=O)OC',3.19130342987610
'N(C(=S)NC1)C1',5.611332968427
'O=C(N(OC)C)Nc(ccc(c1Cl)Cl)c1',4.99842308366263
'c(cccc1)(c1)C=C',2.56281074475285
'COC(=O)c1ccccc1S(=O)(=O)NC(=O)Nc2nc(OC)nc(C)n2',3.18339945768247
'C1=CC(=CC=C1N)Cl',4.00884378520503
'FC(F)(F)C(Cl)=CC1C(C)(C)C1C(=O)OC(C(#N))c2cc(Oc3ccccc3)ccc2',4.55615777900042
'C(Cl)(Br)Br',3.86380195834146
'C=C(Cl)Cl',3.84038967397096
'C(C=CCl)Cl',4.33763486202989
'COP(=O)(OC)OC(=CCl)c1cc(Cl)c(Cl)cc1Cl',3.86446577561058
'Oc(ccc(c1)C(c(ccc(O)c2)c2)(C)C)c1',3.65950992099517
'O=C(OCc(cccc1)c1)c(c(ccc2)C(=O)OCCCC)c2',2.82255713911138
'O=C(NCCCC1)C1',2.95677386828604
'c(cccc1)(c1)Cl',2.97219087736775
'C(Cl)(Cl)Cl',3.29877173860401
'ClCCl',3.20825373509371
'C1C2C3C(C1C4C2O4)C5(C(=C(C3(C5(Cl)Cl)Cl)Cl)Cl)Cl',6.48391158599853
'OCCO',1.79286663192634
'O=C(C=C(CC1(C)C)C)C1',2.88767656912200
'C(F)(Cl)(Cl)Cl',2.59506047452425
'CCc1cccc(CC)c1N(COC)C(=O)CCl',4.28486094761281
'c1ccccc1c2c(C)c(COC(=O)C3C(C)(C)C3C=C(Cl)C(F)(F)F)ccc2',4.92723460128442
'n1c(Cl)cc(OC)nc1NC(=O)NS(=O)(=O)c2ccccc2C(=O)OCC',3.52095051170688
'O=C(NC(=O)c(c(F)ccc1)c1F)Nc(ccc(c2)Cl)c2',4.60022325981506
'c(cccc1)(c1)CC',2.56208837510252
'O=C(N(SC(Cl)(Cl)Cl)C(=O)c1cccc2)c12',3.87004900844397
'Clc1cc(C(F)(F)F)cnc1Oc2ccc(OC(C)C(=O)OC)cc2',5.57487232351041
'C#N',2.94040947259108
'ClC(C(OC(C=C2C(=O)OC(C)C(=O)OCC)=CC=C2N(=O)=O)=C1)=CC=C1C(F)(F)F',3.96545863474241
'c1c(C(F)(F)F)cccc1N2C(=O)C(Cl)=C(NC)C=N2',3.77270454387038
'O=N(=O)C(C(=C1N(=O)=O)N(C(C)C)C(C)C)=CC(=C1)S(=O)(=O)N',3.88631461533234
'CN(=CC=C1C(C=C2)=CC=N2C)C=C1',4.69607191571383
'C1=C(C=C(C=C1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]',4.20441460583146
'C(=C)Cl',4.68192429615426
'C1CCC(=O)CC1',2.03281793688456
'CC1(C(C1(C)C)C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C',4.14541137996302
'C1=CC(=O)NNC1(=O)',2.35058431121584
'CCSC(=O)N1CCCCCC1',4.97151330020725
'C(C(Cl)(Cl)Cl)(O)O',3.08555504738041
'ClC2C1OC1C3C2C4(Cl)C(=C(Cl)C3(Cl)C4(Cl)Cl)Cl',7.1923634710095
'Clc1cc(C(F)(F)F)ccc1Oc2cc(OCC)c(N(=O)(=O))cc2',4.55834892852739
'c1cc(Cl)ccc1C(C(#N))(CCCC)Cn2ncnc2',4.46756491519242
'CC1=C(C=C(C=C1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]',5.055246608541
'CC(C)OC(=O)C(C1=CC=C(C=C1)Br)(C2=CC=C(C=C2)Br)O',4.21658723866328
'C[N+](C)(C)CCCl',2.97460527968547
'CCC(=C1C(=O)CC(CC1=O)CC(C)SCC)NOCC=CCl',3.62169695860399
'CC1=NC(=NC(=C1)C2CC2)NC3=CC=CC=C3',3.80128998933051
'N(c(cccc1)c1)c(cccc2)c2',3.83051794413252
'CC1(C(=O)N(C(=O)O1)NC2=CC=CC=C2)C3=CC=C(C=C3)OC4=CC=CC=C4',4.34801416963502
'CC1(CCCCC1)C(=O)NC2=C(C(=C(C=C2)O)Cl)Cl',3.01490626247445
'C1=CC(=C2C(=C1)OC(O2)(F)F)C3=CNC=C3C#N',3.35338292576111
'C(F)(F)(F)c1ccccc1C(=O)Nc2cccc(OC(C)C)c2',3.57009941427408
'C(CCCCN=C(N)N)CCCNCCCCCCCCN=C(N)N',4.27216545257855
'C1CN(C(=N1)N[N+](=O)[O-])CC2=CN=C(C=C2)Cl',4.17721556192143
'COC(=O)C12CC3=C(C1=NN(CO2)C(=O)N(C4=CC=C(C=C4)OC(F)(F)F)C(=O)OC)C=CC(=C3)Cl',5.16619526358129
'CC1=CC=CC=C1OCC2=CC=CC=C2C(=NOC)C(=O)OC',2.92782487037951
'CC1=CC(=CC(=C1)C(=O)N(C(C)(C)C)NC(=O)C2=C(C(=CC=C2)OC)C)C',2.95255951099906
'C1=CC(=C(C(=C1)F)C(=O)NC(=O)NC2=CC(=C(C=C2)OC(C(OC(F)(F)F)F)(F)F)Cl)F',4.13628410350378
'CC1=CC=C(C=C1)N(SC(F)(Cl)Cl)S(=O)(=O)N(C)C',4.28537828278078
'CC(C)(C)C1=C(C=CC(=C1)O)O',2.86849281697225
'CC(=NOCC1=CC=CC=C1C(=NOC)C(=O)OC)C2=CC(=CC=C2)C(F)(F)F',3.83290371721801
'COC(=O)N(C1=CC=CC=C1COC2=NN(C=C2)C3=CC=C(C=C3)Cl)OC',4.63438424347854
'CC(C)N1C(=NC(C)(C)C)SCN(C1=O)C2=CC=CC=C2',4.54540426969100
'C1=CC=C(C(=C1)C2=NN=C(N=N2)C3=CC=CC=C3Cl)Cl',4.24360591089568
'CCCC(=C1C(=O)CC(CC1=O)C2CCCSC2)NOCC',4.0653478352871
'C1CC1NC2=NC(=C(C(=N2)N)C#N)N',3.93679970507275
'C(C=C1)(=N(C=C1)CC2)C(N2=C3)=CC=C3',5.50950218614247
'C1=CC=C2C(=C1)C(=O)C3=C(C2=O)SC(=C(S3)C#N)C#N',4.69361522533935
'CCOC1=CC2=C(C=C1)NC(C=C2C)(C)C',4.25789199055837
'C1=CC=C(C=C1)C(CCC2=CC=C(C=C2)Cl)(CN3C=NC=N3)C#N',4.05027414115274
'CC1CN(CC(O1)C)CC(C)CC2=CC=C(C=C2)C(C)(C)C',5.25168418782516
'C[Si](CN1C=NC=N1)(C2=CC=C(C=C2)F)C3=CC=C(C=C3)F',5.19782165018731
'c1cc(Cl)cc(Cl)c1C(OCC=C)Cn2cncc2',4.29692796857781
'CN(=CC=C1C(C=C2)=CC=N2C)C=C1',4.86356300300759
'CCCCOCCOCCOCC1=CC2=C(C=C1CCC)OCO2',3.52947976153744
'Clc1cc(Cl)ccc1C2(Cn3ncnc3)OC(CCC)CO2',3.5520346361573
'C(=CC=C1)(C2=C1)NC(=N2)C(=CS3)N=C3',3.82660962776618
'CCOC1=CC=C(C=C1)C(C)(C)COCC2=CC(=CC=C2)OC3=CC=CC=C3',4.16077781336093
'CC(C)(C)c2ccc(OC1CCCCC1OS(=O)OCC#C)cc2',4.26590014728598
'CC(COC1=CC=C(C=C1)OC2=CC=CC=C2)OC3=CC=CC=N3',3.36087697276960
'CC(C)(C)C(=O)C(N1C=NC=N1)OC2=CC=C(C=C2)Cl',3.41107116109321
'CC(C)(C)C(C(N1C=NC=N1)OC2=CC=C(C=C2)Cl)O',3.44975692245790
'c1ccccc1c2c(C)c(COC(=O)C3C(C)(C)C3C=C(Cl)C(F)(F)F)ccc2',4.7231146186285
'CC1(C(C1C(=O)OC(C#N)C2=CC(=C(C=C2)F)OC3=CC=CC=C3)C=C(Cl)Cl)C',4.85962620215948
'CC1(C(C1C(=O)OC(C#N)C2=CC(=C(C=C2)F)OC3=CC=CC=C3)C=C(Cl)Cl)C',4.5585962064955
'ClC(Cl)=CC1C(C)(C)C1C(=O)OC(C(#N))c2cccc(Oc3ccccc3)c2',3.92043344378224
'ClC1CC2C(C1Cl)C3(Cl)C(=C(Cl)C2(Cl)C3(Cl)Cl)Cl',6.21460930807761
'ClC4=C(Cl)C5(Cl)C3C1CC(C2OC12)C3C4(Cl)C5(Cl)Cl',6.58082159900658
'C1C2C3C(C1C4C2O4)C5(C(=C(C3(C5(Cl)Cl)Cl)Cl)Cl)Cl',6.18288159033454
'C1(C(C(C(C(C1Cl)Cl)Cl)Cl)Cl)Cl',4.79154110643314
'CCC(=O)Nc1ccc(Cl)c(Cl)c1',3.45780196740732
'C1(=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl)[N+](=O)[O-]',3.32418644119937
'C1C2C(COS(=O)O1)C3(C(=C(C2(C3(Cl)Cl)Cl)Cl)Cl)Cl',5.14711652367221
'O=C(N(SC(Cl)(Cl)Cl)C(=O)c1cccc2)c12',3.77313899543591
'CC(C(=O)O)OC1=CC=C(C=C1)OC2=C(C=C(C=N2)C(F)(F)F)Cl',6.55834892852739
'CCCCC(CN1C=NC=N1)(C#N)C2=CC=C(C=C2)Cl',4.46933393793126
'Clc1cc(Cl)cc(Cl)c1OCCN(CCC)C(=O)n2cncc2',4.86838559832397
'COP(=O)(NC(=O)(C))SC',4.86490452310016
'CCOP(=O)(OCC)OC(=CCl)C1=C(C=C(C=C1)Cl)Cl',5.3796920956126
'CCOP(=S)(OCC)SCCSCC',6.09596779022605
'O=P(O)(O)CCCl',4.0806685706873
'CCCSP(=O)(OCC)SCCC',4.95305958493745
'CCOP(=O)(NC(C)C)Oc1ccc(SC)c(C)c1',5.25150573076352
'COP(=S)(OC)Oc1ccc(SC)c(C)c1',5.58722449762503
'OC(=O)C(N)CCP(C)(=O)O',4.71391476838473
'OC(=O)CNCP(O)(O)=O',2.75095321211059
'CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC',2.96268235505315
'COP(N)(=O)SC',5.68721882334643
'CC(=CC(=O)OC)OP(=O)(OC)OC',5.80646736824669
'CCOP(=S)(OCC)SCSCC',6.2114833717655
'CCOP(=S)(OCC)SCSC(C)(C)C',6.68189008451404
'S=P(OC)(OC)SCN1N=Nc2ccccc2C1(=O)',5.08988368084419
'CCOP(=S)(OCC)OC1=NC(=C(C=C1Cl)Cl)Cl',5.54479494223028
'CCOP(=S)(OCC)OC1=NC(=NC(=C1)C)C(C)C',4.71993889259734
'CCC1=NC(=CC(=N1)OP(=S)(OC)OC)OCC',5.8126040303238
'S=P(OC)(OC)SCN1C(=O)SC(OC)=N1',5.27636313027728
'CCOP(=S)(OCC)SCN1C2=C(C=C(C=C2)Cl)OC1=O',5.26459183786176
'COP(=S)(OC)SCN2C(=O)c1ccccc1C2(=O)',4.54725636091897
'CCOC(=O)C1=CN2C(=CC(=N2)OP(=S)(OCC)OCC)N=C1C',4.97007298557879
'CCOP(=S)(OCC)OC1=NN(C=N1)C2=CC=CC=C2',5.38203437103643
'O=C(Oc(c(c(ccc1)cc2)c1)c2)NC',3.52552257057249
'CC1=CC(=CC(=C1SC)C)OC(=O)NC',4.38429231462288
'CNC(=O)ON=C(C)SC',3.90904789636717
'CCCOC(=O)NCCCN(C)C',2.44226598159187
'COC(=O)NC1=NC2=CC=CC=C2N1',3.40639632281981
'CC1=C(N=C(N=C1OC(=O)N(C)C)N(C)C)C',4.2871938165512
'CNC(=O)CCSCCSP(=O)(OC)OC',5.72599715999116
'N(C(=S)SSC(N(C)C)=S)(C)C',4.30181261256647
'C1=NNC(=N1)N',4.22572249207399
'CCCCCCCCc1cc(N(=O)(=O))c(OC(=O)C=CC)c(c1)N(=O)(=O)',3.75539000391453
'C1=CC=C(C=C1)[Sn](C2=CC=CC=C2)C3=CC=CC=C3',6.0669625480302
'O=C(NC(=O)c(c(F)ccc1)c1F)Nc(ccc(c2)Cl)c2',4.64721982249128
'N(C(=S)NC1)C1',4.91236296409098
'C1=CC(=C(C(=C1)F)C(=O)NC(=O)NC2=CC(=C(C(=C2F)Cl)F)Cl)F',4.18310948429116
'CCCSC1=CC2=C(C=C1)N=C(N2)NC(=O)OC',4.12275865288522
'C1CN(CCN1CCCC(=O)C2=CC=C(C=C2)F)C3=CC=CC=N3',3.45437537377312
'CC1(C2C(C3C(C(=O)C(=C(N)O)C(=O)C3(C(=O)C2=C(C4=C(C=CC(=C41)Cl)O)O)O)N(C)C)O)O',1.97849569899962
'CC1=CC(=C(C=C1NC(=O)C2=CC(=CC(=C2O)I)I)Cl)C(C#N)C3=CC=C(C=C3)Cl',4.82156180249896
'CN1CC2CC1CN2C3=C(C=C4C(=C3)N(C=C(C4=O)C(=O)O)C5CC5)F',3.85415878578584
'C1=CC(=CC=C1C(C#N)C2=C(C=CC(=C2Cl)N3C(=O)NC(=O)C=N3)Cl)Cl',4.43418336046643
'CC1=NC=C(N1C)[N+](=O)[O-]',3.97352186635665
'CCN1CCN(CC1)C2=C(C=C3C(=C2)N(C=C(C3=O)C(=O)O)C4CC4)F',4.14059829999974
'CC1C=CC=C2COC3C2(C(C=C(C3O)C)C(=O)OC4CC(CC=C(C1OC5CC(C(C(O5)C)OC6CC(C(C(O6)C)NC(=O)C)OC)OC)C)OC7(C4)C=CC(C(O7)C(C)C)C)O',5.95429183284051
'COCC(=O)NC1=C(C=CC(=C1)SC2=CC=CC=C2)NC(=NC(=O)OC)NC(=O)OC',4.04773898332238
'CC1CCC2=C3N1C=C(C(=O)C3=CC(=C2)F)C(=O)O',2.81499362006104
'COC(=O)NC1=NC2=C(N1)C=C(C=C2)S(=O)C3=CC=CC=C3',5.1977587356423
'CC1(C2CC3C(C(=O)C(=C(N)O)C(=O)C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)N(C)C)O',3.47171656401627
'C1CN(CCN1CCCC(=O)C2=CC=C(C=C2)F)C3=CC=CC=N3',4.03795195940707
'CC(C)NCC(COC1=CC=CC2=C1C3=CC=CC=C3N2)O',4.62967091273678
'C1=CC(=CC=C1C(C#N)C2=C(C=CC(=C2Cl)N3C(=O)NC(=O)C=N3)Cl)Cl',4.24854678350451
'CC1C=CC=C2COC3C2(C(C=C(C3O)C)C(=O)OC4CC(CC=C(C1OC5CC(C(C(O5)C)OC6CC(C(C(O6)C)NC(=O)C)OC)OC)C)OC7(C4)C=CC(C(O7)C(C)C)C)O',5.55635182416848
'COP(=S)(OC)Oc1ccc(SC)c(C)c1',5.79134448028095
'C(C(C(C(C1Cl)Cl)Cl)Cl)(C1Cl)Cl',4.56054897737691
'C(C(C(C(C1Cl)Cl)Cl)Cl)(C1Cl)Cl',4.86157897304089
'CC(N(C)C)CN(C(=CC=C3)C1=C3)C(=CC=C2)C(=C2)S1',4.23385066979149
'C1=C(C=C(C(=C1Cl)N)Cl)[N+](=O)[O-]',2.93578881098946
'c(cccc1)(c1)C=C',2.41559561343340
