SMILES,khs.tsC,khs.sssGeH,khs.aaaC,ATSc1,VP-2,VCH-3,khs.ssssPb,khs.sGeH3,Kier1,ATSc2,VP-3,VCH-4,khs.aaSe,khs.dSe,MDEO-11,khs.sssAs,Kier2,ATSc3,VP-4,khs.ssNH2,khs.ddC,MDEO-12,Kier3,ATSc4,VP-5,fragC,VCH-5,ATSc5,khs.ssCH2,VP-6,VCH-6,ECCEN,C3SP2,VP-7,SCH-3,VCH-7,C3SP3,MDEN-33,SCH-4,topoShape,khs.ssssBe,WPATH,SCH-5,khs.ssssB,khs.dssSe,C4SP3,C2SP1,khs.ssssC,SCH-6,khs.sssdAs,C2SP2,khs.ssssSi,SCH-7,MDEC-33,C2SP3,MDEC-34,khs.dO,khs.tCH,khs.sF,khs.aasC,khs.dCH2,khs.ssSe,VAdjMat,khs.sPbH3,khs.sNH2,khs.ssSnH2,VC-3,khs.ssBe,khs.sSH,khs.ssssSn,khs.sNH3,khs.sI,VC-4,khs.sssNH,MDEN-11,khs.dS,khs.sSnH3,VC-5,MDEN-12,MDEO-22,khs.dssC,VC-6,MDEN-13,khs.sCH3,khs.ssPbH2,khs.aaNH,khs.sPH2,khs.ssPH,geomShape,khs.dNH,MDEC-11,ATSm1,MDEC-12,ATSm2,khs.sssCH,khs.ssssN,khs.ssBH,ATSp1,MDEC-13,ATSm3,khs.sAsH2,khs.sssB,ATSp2,MDEC-14,khs.sBr,ATSm4,khs.ddssSe,C1SP1,ATSm5,khs.aaCH,khs.aasN,ATSp3,PetitjeanNumber,C1SP2,MDEC-44,khs.sssSnH,khs.sssssAs,ATSp4,khs.ddsN,khs.dsN,C1SP3,WPOL,khs.sSeH,ATSp5,khs.ssSiH2,khs.ssAsH,khs.aaN,khs.sSiH3,VPC-4,khs.aaO,TopoPSA,VPC-5,MDEN-22,khs.sCl,khs.sssssP,khs.dsCH,khs.ssNH,khs.ssO,SP-0,VPC-6,MDEN-23,khs.sssPbH,SC-3,SP-1,Zagreb,khs.ddssS,khs.aaS,SC-4,khs.sLi,SP-2,khs.dsssP,SC-5,SP-3,MDEC-22,khs.ssS,SC-6,SPC-4,khs.sssSiH,SP-4,khs.tN,MDEC-23,khs.dssS,SPC-5,SP-5,khs.sssN,VP-0,MDEC-24,khs.ssssGe,khs.ssGeH2,SPC-6,SP-6,VP-1,SP-7,khs.sssP,khs.sOH
InChI%3D1S%2FC6H8O%2Fc1-5-3-4-6%282%297-5%2Fh3-4H%2C1-2H3,0.0,0.0,0.0,0.159664884209633,1.65669620037079,0.0,0.0,0.0,5.14285707473755,-0.0666401013731956,0.874724686145782,0.0,0.0,0.0,0.0,0.0,1.85185182094574,-0.0237717218697071,0.556683301925659,0.0,0.0,0.0,1.1851851940155,0.00953202974051237,0.219416096806526,183.009994506836,0.0340206921100616,0.00104735454078764,0.0,0.0,0.0680413842201233,42.0,0.0,0.0,0.0,0.0340206921100616,0.0,0.0,0.0,1.0,0.0,41.0,0.117851130664349,0.0,0.0,0.0,0.0,0.0,0.235702261328697,0.0,0.0,0.0,0.117851130664349,0.5,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.80735492706299,0.0,0.0,0.0,0.235702261328697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,0.0,0.25,7.77446889877319,1.63299322128296,7.66418409347534,0.0,0.0,0.0,268.96923828125,2.30940103530884,10.3283681869507,0.0,0.0,282.950836181641,0.0,0.0,4.0,0.0,0.0,1.0,2.0,0.0,346.942077636719,0.5,0.0,0.0,0.0,0.0,141.178237915039,0.0,0.0,2.0,4.0,0.0,28.812068939209,0.0,0.0,0.0,0.0,0.253933906555176,1.0,13.1400003433228,0.321975260972977,0.0,0.0,0.0,0.0,0.0,0.0,5.27602100372314,0.170103460550308,0.0,0.0,0.577350258827209,3.28769373893738,32.0,0.0,0.0,0.0,0.0,3.02339601516724,0.0,0.0,1.95700311660767,1.0,0.0,0.0,0.741581618785858,0.0,1.49162459373474,0.0,2.82842707633972,0.0,1.04044008255005,0.638071179389954,0.0,4.56294870376587,0.0,0.0,0.0,0.589255630970001,0.0,2.31893181800842,0.0,0.0,0.0
InChI%3D1S%2FC12H10%2Fc1-3-9-4-2-6-11-8-7-10%285-1%2912%289%2911%2Fh1-6H%2C7-8H2,0.0,0.0,2.0,0.00296517228707671,3.43238544464111,0.0,0.0,0.0,7.40816307067871,0.000119040858407971,2.74096465110779,0.0,0.0,0.0,0.0,0.0,2.75,-0.00150048302020878,2.18778157234192,0.0,0.0,0.0,1.07015454769135,-0.000113204187073279,1.46616160869598,444.0,0.0625,9.59646058618091e-06,2.0,0.846107721328735,0.151531308889389,114.0,4.0,0.515995383262634,0.0,0.220523506402969,0.0,0.0,0.0,0.666666686534882,0.0,166.0,0.0962250456213951,0.0,0.0,0.0,0.0,0.0,0.32772108912468,0.0,6.0,0.0,0.57248991727829,4.24264049530029,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.58496236801147,0.0,0.0,0.0,0.349957466125488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0718643665313721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77088463306427,0.0,0.0,12.0,0.0,14.0,0.0,0.0,0.0,835.916625976562,0.0,20.0,0.0,0.0,1007.58856201172,0.0,0.0,18.0,0.0,0.0,12.0,6.0,0.0,1455.30517578125,0.400000005960464,0.0,0.0,0.0,0.0,1230.16259765625,0.0,0.0,0.0,18.0,0.0,738.217590332031,0.0,0.0,0.0,0.0,0.878597140312195,0.0,0.0,1.45561730861664,0.0,0.0,0.0,0.0,0.0,0.0,7.96625518798828,1.63631749153137,0.0,0.0,0.611111104488373,5.94948959350586,68.0,0.0,0.0,0.0,0.0,5.29674673080444,0.0,0.16666667163372,4.84090137481689,10.6222019195557,0.0,0.0,1.75586152076721,0.0,4.45502328872681,0.0,14.9869928359985,0.0,3.35240936279297,3.55218243598938,0.0,6.87831497192383,0.0,0.0,0.0,4.49649143218994,2.35329961776733,4.44514083862305,1.66652488708496,0.0,0.0
InChI%3D1S%2FC5H13N%2Fc1-5%282%2C3%294-6%2Fh4%2C6H2%2C1-3H3,0.0,0.0,0.0,0.0295112244784832,2.76478433609009,0.0,0.0,0.0,6.0,-0.0123355714604259,0.61237245798111,0.0,0.0,0.0,0.0,0.0,1.63265311717987,-0.0018344153650105,0.0,0.0,0.0,0.0,5.33333349227905,-0.000585625995881855,0.0,294.010009765625,0.0,0.0,1.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,28.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.58496260643005,0.0,1.0,0.0,1.56066012382507,0.0,0.0,0.0,0.0,0.0,0.353553384542465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.775357007980347,0.0,1.5,6.35998821258545,1.5,5.16618537902832,0.0,0.0,0.0,248.885238647461,0.0,7.16618537902832,0.0,0.0,239.039886474609,3.0,0.0,3.4985556602478,0.0,0.0,0.0,0.0,0.0,274.588073730469,0.333333343267441,0.0,0.0,0.0,0.0,91.9649047851562,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61237245798111,0.0,26.0200004577637,0.20412415266037,0.0,0.0,0.0,0.0,0.0,0.0,5.207106590271,0.0,0.0,0.0,1.56066012382507,2.56066012382507,24.0,0.0,0.0,0.353553384542465,0.0,2.91421365737915,0.0,0.0,1.06066012382507,0.0,0.0,0.0,1.06066012382507,0.0,0.0,0.0,0.0,0.0,0.353553384542465,0.0,0.0,4.78445720672607,1.0,0.0,0.0,0.0,0.0,2.26180171966553,0.0,0.0,0.0
InChI%3D1S%2FC8H10O%2Fc1-6-3-4-8%289%297%282%295-6%2Fh3-5%2C9H%2C1-2H3,0.0,,0.0,0.0558958910405636,2.28994083404541,0.0,,,7.11111116409302,-0.0208174660801888,1.35229527950287,0.0,,,0.0,,2.72222232818604,-0.00371043826453388,0.805386602878571,,0.0,0.0,1.70414197444916,-0.00659563671797514,0.427143216133118,289.010009765625,0.0,0.00912486296147108,0.0,0.159408286213875,0.0240562614053488,67.0,2.0,0.0107582872733474,0.0,0.0588708110153675,0.0,0.0,0.0,0.666666686534882,0.0,84.0,0.0,0.0,,0.0,0.0,0.0,0.0680413842201233,,4.0,,0.20412415266037,1.65096366405487,0.0,0.0,,0.0,,3.0,0.0,,4.16992521286011,,0.0,,0.375553965568542,0.0,,,0.0,,0.0,,0.0,,,0.0372678004205227,0.0,0.0,0.0,0.0,0.0,2.0,,,,,0.694308638572693,,0.25,9.77446937561035,2.33481526374817,9.33209228515625,0.0,,0.0,439.542633056641,2.94168281555176,12.6641836166382,,0.0,475.014129638672,0.0,,10.9962759017944,,0.0,4.33209180831909,3.0,,596.638549804688,0.400000005960464,0.0,0.0,,,455.307525634766,,,2.0,10.0,,163.102615356445,,,,,0.538695514202118,,20.2299995422363,0.553166747093201,0.0,,,0.0,,,6.85337114334106,0.554040491580963,0.0,,0.760079681873322,4.19837713241577,42.0,,,0.0,0.0,3.87279200553894,,0.16666667163372,2.86036610603333,1.65096366405487,,0.0,1.47827804088593,,1.81676292419434,,5.85380077362061,,1.55802857875824,1.33160018920898,,5.67926454544067,0.0,,,2.07593297958374,0.504473328590393,2.96164059638977,0.0680413842201233,,
InChI%3D1S%2FC3H6Cl2%2Fc1-3%285%292-4%2Fh3H%2C2H2%2C1H3,0.0,0.0,0.0,0.0941488593816757,1.98872208595276,0.0,0.0,0.0,5.0,-0.0215894691646099,0.987800717353821,0.0,0.0,0.0,0.0,0.0,2.25,-0.0465281717479229,0.0,0.0,0.0,0.0,4.0,0.0210432112216949,0.0,80.0199966430664,0.0,0.0,1.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.32192802429199,0.0,0.0,0.0,0.462910056114197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.786106109619141,0.0,0.0,20.4255065917969,0.5,7.90347480773926,1.0,0.0,0.0,218.053359985352,1.0,9.85521221160889,0.0,0.0,194.4990234375,0.0,0.0,11.6644906997681,0.0,0.0,0.0,0.0,0.0,164.844085693359,0.333333343267441,0.0,0.0,0.0,0.0,63.4055480957031,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.524890661239624,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.28445720672607,0.0,0.0,0.0,0.40824830532074,2.27005553245544,16.0,0.0,0.0,0.0,0.0,1.80209517478943,0.0,0.0,0.816496610641479,0.0,0.0,0.0,0.40824830532074,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.55224370956421,0.0,0.0,0.0,0.0,0.0,2.44203591346741,0.0,0.0,0.0
InChI%3D1S%2FC6H7N%2Fc1-6-2-4-7-5-3-6%2Fh2-5H%2C1H3,0.0,0.0,0.0,0.0800170823931694,1.52456390857697,0.0,0.0,0.0,5.14285707473755,-0.0457325652241707,0.846987187862396,0.0,0.0,0.0,0.0,0.0,2.34375,-0.000653120339848101,0.426449745893478,0.0,0.0,0.0,1.5,0.0139208091422915,0.235137492418289,154.009994506836,0.0,-0.00754366395995021,0.0,0.0496903993189335,0.0248451996594667,45.0,1.0,0.0,0.0,0.0248451996594667,0.0,0.0,0.0,0.333333343267441,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.102062076330185,0.0,2.0,0.0,0.102062076330185,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.80735492706299,0.0,0.0,0.0,0.16666667163372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.624399363994598,0.0,0.0,7.35998821258545,1.63299322128296,7.33237028121948,0.0,0.0,0.0,286.418701171875,1.0,8.33237075805664,0.0,0.0,295.133697509766,0.0,0.0,5.16618537902832,0.0,0.0,1.16618525981903,4.0,0.0,327.788696289062,0.25,2.0,0.0,0.0,0.0,195.838943481445,0.0,0.0,1.0,5.0,0.0,33.2477645874023,0.0,0.0,1.0,0.0,0.19245009124279,0.0,12.8900003433228,0.141621857881546,0.0,0.0,0.0,0.0,0.0,0.0,5.11288404464722,0.099380798637867,0.0,0.0,0.288675129413605,3.3938467502594,30.0,0.0,0.0,0.0,0.0,2.74318218231201,0.0,0.0,1.89384686946869,3.30192732810974,0.0,0.0,0.40824830532074,0.0,1.30671286582947,0.0,2.82842707633972,0.0,0.433012694120407,0.901047587394714,0.0,4.25661468505859,0.0,0.0,0.0,0.40824830532074,0.20412415266037,2.26041460037231,0.0,0.0,0.0
InChI%3D1S%2FC4H6O2%2Fc5-3-1-2-4-6%2Fh5-6H%2C3-4H2,2.0,0.0,0.0,0.222211331129074,0.669781148433685,0.0,0.0,0.0,6.0,-0.129923298954964,0.283113896846771,0.0,0.0,0.0,0.200000002980232,0.0,5.0,-0.0055545661598444,0.111803397536278,0.0,0.0,0.0,5.33333349227905,0.0879452005028725,0.025000000372529,91.0199966430664,0.0,-0.105551101267338,2.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.666666686534882,0.0,35.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.58496260643005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.595067739486694,0.0,0.0,7.54893827438354,0.0,5.66418409347534,0.0,0.0,0.0,136.854614257812,0.0,4.66418409347534,0.0,0.0,121.180557250977,0.0,0.0,3.66418385505676,0.0,0.0,2.66418385505676,0.0,0.0,94.4327774047852,0.400000005960464,0.0,0.0,0.0,0.0,65.6001739501953,0.0,0.0,2.0,3.0,0.0,37.582691192627,0.0,0.0,0.0,0.0,0.0,0.0,40.4599990844727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8284273147583,0.0,0.0,0.0,0.0,2.91421365737915,18.0,0.0,0.0,0.0,0.0,1.70710682868958,0.0,0.0,0.95710676908493,3.96540641784668,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.25,0.0,3.30864071846008,0.0,0.0,0.0,0.0,0.0,1.58956229686737,0.0,0.0,2.0
InChI%3D1S%2FC5H10O%2Fc1-3-4-5%282%296%2Fh3-4H2%2C1-2H3,0.0,0.0,0.0,0.121041670441628,1.45201516151428,0.0,0.0,0.0,6.0,-0.0234890133142471,0.602062046527863,0.0,0.0,0.0,0.0,0.0,3.20000004768372,-0.0351916886866093,0.352062076330185,0.0,0.0,0.0,5.33333349227905,-0.00172868056688458,0.0,195.009994506836,0.0,-0.000111453984573018,2.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.58496260643005,0.0,0.0,0.0,0.144337564706802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.780708372592926,0.0,0.25,6.77446889877319,2.14913988113403,5.33209180831909,0.0,0.0,0.0,184.660980224609,1.15470051765442,5.66418409347534,0.0,0.0,166.039077758789,0.0,0.0,3.33209204673767,0.0,0.0,2.33209204673767,0.0,0.0,149.952331542969,0.5,0.0,0.0,0.0,0.0,86.3340072631836,0.0,0.0,2.0,3.0,0.0,45.535831451416,0.0,0.0,0.0,0.0,0.102062076330185,0.0,17.0699996948242,0.102062076330185,0.0,0.0,0.0,0.0,0.0,0.0,4.99156379699707,0.0,0.0,0.0,0.40824830532074,2.77005553245544,20.0,0.0,0.0,0.0,0.0,2.18252205848694,0.0,0.0,0.866025388240814,1.0,0.0,0.0,0.288675129413605,0.0,0.577350258827209,0.0,1.41421353816986,0.0,0.288675129413605,0.0,0.0,4.32246208190918,0.0,0.0,0.0,0.0,0.0,2.26478433609009,0.0,0.0,0.0
InChI%3D1S%2FC9H11NO%2Fc1-10%282%299-5-3-8%287-11%294-6-9%2Fh3-7H%2C1-2H3,0.0,,0.0,0.218906715512276,2.60381054878235,0.0,,,9.09090900421143,-0.111241914331913,1.5455687046051,0.0,,,0.0,,4.13265323638916,0.00141615828033537,0.85103166103363,0.0,0.0,0.0,2.5,0.00654703052714467,0.496643424034119,374.019989013672,0.0,-0.00695978244766593,0.0,0.269301474094391,0.0277777779847383,113.0,1.0,0.0979213863611221,0.0,0.0284601077437401,0.0,0.0,0.0,0.75,0.0,162.0,0.0,0.0,,0.0,0.0,0.0,0.0833333358168602,,5.0,,0.107038088142872,0.333333343267441,0.0,0.0,,0.0,,2.0,0.0,,4.45943164825439,,0.0,,0.394367456436157,0.0,,,0.0,,0.0,,0.0,,,0.0745356008410454,0.0,0.0,0.0,0.0,0.0,2.0,,,,,0.831185400485992,,0.5,12.1344566345215,2.58640933036804,11.8306474685669,0.0,,0.0,559.388549804688,1.26491105556488,14.6644620895386,,0.0,608.65576171875,0.0,,13.9965543746948,,0.0,8.8303689956665,4.0,,757.048583984375,0.428571432828903,1.0,0.0,,,642.791320800781,,,0.0,13.0,,355.121734619141,,,,,0.64373117685318,,20.3099994659424,0.52207362651825,0.0,,,1.0,,,8.26758480072021,0.432879477739334,0.0,,0.70412415266037,5.23638200759888,50.0,,,0.0,0.0,4.43307065963745,,0.16666667163372,3.41157078742981,4.88359355926514,,0.0,1.53323936462402,,2.26314687728882,,6.59753942489624,,1.58155786991119,1.55943465232849,,6.74221324920654,0.0,,,1.48758697509766,1.06115663051605,3.46377849578857,0.582466721534729,,
InChI%3D1S%2FC3H2F6O%2Fc4-2%285%2C6%291%2810%293%287%2C8%299%2Fh1%2C10H,0.0,0.0,0.0,0.700770199298859,1.48576152324677,0.0,0.0,0.0,10.0,-0.209085613489151,0.620096862316132,0.0,0.0,0.0,0.0,0.0,2.55999994277954,-0.163278713822365,0.185576871037483,0.0,0.0,0.0,3.11111116409302,-0.229183882474899,0.0,31.0699996948242,0.0,0.251163125038147,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,111.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,4.32192802429199,0.0,0.0,0.0,0.365980476140976,0.0,0.0,0.0,0.0,0.0,0.0311739835888147,0.0,0.0,0.0,0.0,0.055328331887722,0.0,0.0,0.0,0.00697071477770805,0.0,0.0,0.0,0.0,0.0,0.0,0.986025989055634,0.0,0.0,19.7867336273193,0.0,12.8228025436401,1.0,0.0,0.0,131.132263183594,0.0,28.1671600341797,0.0,0.0,142.889984130859,0.0,0.0,22.1332111358643,0.0,0.0,22.5183963775635,0.0,0.0,194.334045410156,0.5,0.0,0.5,0.0,0.0,141.656341552734,0.0,0.0,2.0,12.0,0.0,74.4488525390625,0.0,0.0,0.0,0.0,0.380759596824646,0.0,20.2299995422363,0.252803862094879,0.0,0.0,0.0,0.0,0.0,0.0,8.57735061645508,0.106921404600143,0.0,0.0,2.87638831138611,4.154700756073,48.0,0.0,0.0,0.577350258827209,0.0,5.45373868942261,0.0,0.866025388240814,2.5980761051178,0.0,0.0,0.288675129413605,3.46410155296326,0.0,1.2990380525589,0.0,0.0,0.0,4.76313972473145,0.0,0.0,4.29235076904297,0.0,0.0,0.0,4.76313972473145,0.0,1.96944260597229,0.0,0.0,1.0
InChI%3D1S%2FC8H6Br4%2Fc9-7%2810%295-3-1-2-4-6%285%298%2811%2912%2Fh1-4%2C7-8H,0.0,,0.0,0.128229409456253,8.35054874420166,0.0,,,10.0833330154419,-0.0819448977708817,3.43921208381653,0.0,,,0.0,,4.296875,0.0216234512627125,2.57613372802734,0.0,0.0,0.0,2.49307489395142,0.0366938784718513,2.38648676872253,192.039993286133,0.0,-0.0857381597161293,0.0,0.534344255924225,0.0277777779847383,98.0,2.0,0.261235564947128,0.0,0.0320750139653683,0.0,0.0,0.0,0.666666686534882,0.0,188.0,0.0,0.0,,0.0,0.0,0.0,0.0833333358168602,,4.0,,0.0962250456213951,3.96540641784668,0.0,0.0,,0.0,,2.0,0.0,,4.58496236801147,,0.0,,2.39358901977539,0.0,,,0.0,,0.0,,0.0,,,0.670634925365448,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.58510434627533,,0.0,185.032363891602,0.0,34.6107025146484,2.0,,0.0,1287.28576660156,0.0,125.126884460449,,0.0,1416.76000976562,0.0,,61.2214050292969,,0.0,81.8321075439453,4.0,,1787.41027832031,0.400000005960464,0.0,0.0,,,1707.15209960938,,,2.0,16.0,,1282.66845703125,,,,,3.34250426292419,,0.0,3.76210188865662,0.0,,,0.0,,,9.13782787322998,7.3593692779541,0.0,,0.938832223415375,5.6258978843689,56.0,,,0.0,0.0,5.10020017623901,,0.32772108912468,3.58746767044067,3.96540641784668,,0.0,1.94267082214355,,2.84367418289185,,6.87156677246094,,2.74542021751404,2.1034984588623,,12.3199453353882,0.0,,,3.73111653327942,0.797948956489563,6.94027423858643,0.412677943706512,,
InChI%3D1S%2FC10H10O2%2Fc1-8%2811%297-10%2812%299-5-3-2-4-6-9%2Fh2-6H%2C7H2%2C1H3,0.0,,0.0,0.256491959095001,2.66799354553223,0.0,,,10.0833330154419,-0.0358455255627632,1.50526690483093,0.0,,,0.25,,4.88888883590698,-0.0673552751541138,0.952211737632751,0.0,0.0,0.0,3.515625,-0.0819917395710945,0.557985067367554,352.019989013672,0.0,0.0583100840449333,1.0,0.211041703820229,0.0320750139653683,129.0,1.0,0.103326462209225,0.0,0.0160375069826841,0.0,0.0,0.0,0.75,0.0,209.0,0.0,0.0,,0.0,0.0,0.0,0.102062076330185,,7.0,,0.0589255653321743,1.65096366405487,1.0,0.0,,0.0,,1.0,0.0,,4.58496236801147,,0.0,,0.299839675426483,0.0,,,0.0,,0.0,,0.0,,,0.0240562614053488,0.0,0.0,2.0,0.0,0.0,1.0,,0.0,,,0.707627594470978,0.0,0.0,13.5489377975464,1.24381601810455,12.6641836166382,0.0,,0.0,567.588928222656,1.31037068367004,16.3283672332764,,0.0,613.4287109375,0.0,,14.3283681869507,,0.0,13.1028366088867,5.0,,744.015930175781,0.428571432828903,0.0,0.0,,,630.649169921875,,,1.0,13.0,,458.708984375,,,,,0.380757808685303,,34.1399993896484,0.426263362169266,0.0,,,0.0,0.0,,8.97469139099121,0.408340811729431,0.0,,0.810617208480835,5.69837713241577,54.0,,,0.0,0.0,5.00492286682129,,0.117851130664349,3.29775738716125,6.94562911987305,,0.0,1.22533845901489,,2.63922262191772,,7.42840480804443,,1.79251325130463,1.70239102840424,,6.91035461425781,0.0,,,2.00341844558716,0.770759522914886,3.776038646698,0.461675941944122,,
InChI%3D1S%2FC6H6ClN%2Fc7-5-3-1-2-4-6%285%298%2Fh1-4H%2C8H2,0.0,,0.0,0.0446741841733456,1.92871308326721,0.0,,,6.125,-0.00941025465726852,1.24942862987518,0.0,,,0.0,,2.51999998092651,-0.0216286946088076,0.61082935333252,0.0,0.0,0.0,1.48760330677032,0.00899337232112885,0.344068020582199,140.020004272461,0.0,-0.000291515607386827,0.0,0.095069095492363,0.0277777779847383,54.0,0.0,0.0181848239153624,0.0,0.0475345477461815,0.0,0.0,0.0,0.333333343267441,0.0,60.0,0.0,0.0,,0.0,0.0,0.0,0.0833333358168602,,6.0,,0.16666667163372,1.0,0.0,0.0,,0.0,,2.0,0.0,,4.0,,1.0,,0.246996745467186,0.0,,,0.0,,0.0,,0.0,,,0.0545544736087322,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.502205848693848,0.0,0.0,16.0727424621582,0.0,10.1179227828979,0.0,,0.0,420.462036132812,0.0,14.2358455657959,,0.0,448.896850585938,0.0,,14.6781177520752,,0.0,4.11792278289795,4.0,,534.913879394531,0.25,0.0,0.0,,,378.423065185547,,,0.0,8.0,,82.1770858764648,,,,,0.474189519882202,,26.0200004577637,0.35610568523407,0.0,,,0.0,0.0,,5.98312759399414,0.316126346588135,0.0,,0.471404522657394,3.80453038215637,36.0,,,0.0,0.0,3.23902487754822,,0.16666667163372,2.54033637046814,3.96540641784668,,0.0,1.13807117938995,,1.50166130065918,,4.29827976226807,,1.04044008255005,1.02437734603882,,5.0206446647644,0.0,,,1.13807117938995,0.333333343267441,2.68297219276428,0.0833333358168602,,
InChI%3D1S%2FC6H2Cl4O%2Fc7-2-1-3%2811%295%289%296%2810%294%282%298%2Fh1%2C11H,0.0,,0.0,0.185866162180901,3.36055588722229,0.0,,,9.09090900421143,-0.0116745391860604,2.82485914230347,0.0,,,0.0,,3.1640625,-0.0748303830623627,1.35166883468628,0.0,0.0,0.0,1.60000002384186,-0.04653699696064,0.701646268367767,59.0499992370605,0.0,0.000314866745611653,0.0,0.306734055280685,0.0180421955883503,89.0,0.0,0.0787403881549835,0.0,0.0899004265666008,0.0,0.0,0.0,0.666666686534882,0.0,140.0,0.0,0.0,,0.0,0.0,0.0,0.0453609228134155,,6.0,,0.226804599165916,6.08364343643188,0.0,0.0,0.0,0.0,0.0,5.0,0.0,,4.45943164825439,,0.0,,0.653423190116882,0.0,,,0.0,,0.0,0.0,0.0,,,0.290098965167999,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.447592109441757,0.0,0.0,42.6254844665527,0.0,19.1390419006348,0.0,0.0,0.0,816.74267578125,0.0,32.2780838012695,,0.0,928.669799804688,0.0,,59.3483276367188,,0.0,38.4285202026367,1.0,0.0,1254.63745117188,0.400000005960464,0.0,0.0,,,1133.80932617188,0.0,0.0,0.0,17.0,,501.830200195312,0.0,,0.0,0.0,1.80107724666595,0.0,20.2299995422363,2.0223650932312,0.0,,,0.0,0.0,0.0,8.59385776519775,2.3848934173584,0.0,,1.04875481128693,5.03658103942871,54.0,,,0.0,0.0,4.76762008666992,,0.494387745857239,4.19739627838135,0.0,,0.0,2.88704609870911,,2.53098058700562,0.0,3.04182171821594,,3.69016051292419,1.52339267730713,0.0,8.06013774871826,0.0,,,5.03910875320435,0.753461480140686,4.06874370574951,0.181443691253662,,1.0
