STRUCTURE_SMILES,LOGINV_TD50_mmol
N1=C(C(=O)O)C=CC=C1C(=O)O,-0.284881714655453
C(Cl)(Cl)(Cl)CO,-0.301247088636211
CCCCCN,-0.307709923404807
O[C@H]1[C@H](CC2)C[C@H]2C1,-0.308137378638039
C1CCCC(C#C)(O)C1,-0.314077991779213
O=C1C(C2=CC=CC=C2)(C(=O)NC(=O)N1)CC,-0.318063334962762
CC(=O)CCCN(CC)CC,-0.329804522164069
C#CCN(CC#C)CC#C,-0.353339095311305
CCOC(OCC)CN(C)CC(OCC)OCC,-0.382197210377454
C1(Cl)=CC=CC(Cl)=C1C(=O)N,-0.392345155361204
C1=CC=CC=C1OCCO,-0.396199347095736
OC(C)CCl,-0.413467412985825
CC(=O)OCC,-0.416640507338281
N1=C(Br)C(O)=CC=C1,-0.430558769522757
CC/C=C/CCO,-0.432327792261604
C=CCC#N,-0.433449793761596
CCCCCC(O)=O,-0.440121603187804
O=C(OC(C)(C)C)C,-0.449478399187365
C1=C(C(=O)C)C=C(N)C=C1,-0.45117215751254
C1(N)=CC=CC=C1C(=O)N,-0.462547728802664
N1C=CC=C1,-0.495544337546449
CC(C)C(C)N,-0.512951079972491
C1(=CC=CC=C1)C(=O)[O-].[Na+],-0.526210003841664
N1CC(C)OC(C)C1,-0.526339277389844
CC1=NC=CN1,-0.541953474458236
CC(C)(O)C(F)(C(F)F)F,-0.560504415195057
NCCN,-0.563599728881531
CCCCN,-0.563955464995813
CCC(N)C,-0.575187844927661
CC\C=C/CCO,-0.580240508265376
N1=C(CC)C=CC=C1,-0.587037117743456
N#CCCCCCCC#N,-0.58849580100721
ClCCl,-0.589391023136933
CC1=C(C)OC(C)=N1,-0.606381365110605
C1=CC=CC=C1N(CCO)CCO,-0.60809794632528
[N+](C)(C)(C)C.[Cl-],-0.624797578960761
CCCCC(=O)C,-0.630732892817196
N1=CC=C(C)C=C1,-0.636186895198724
N1=C(Cl)C(O)=CC=C1,-0.681331705969166
CC(=O)OC,-0.682956926301208
CCCN,-0.716921073166761
CC(=O)CC(C)C,-0.717004407040547
CCCCCO,-0.728759475167875
C1(=CC=C(C=C1)O)NC(C)=O,-0.731185707634
CC(C)(C)CN,-0.736316807904109
C1=CC=CC=C1C(=O)N,-0.737192642704737
O=C1CCCCC1,-0.801197834459149
CCC(O)(C)CC,-0.818027841859256
N1=C(C#N)C=CC=C1,-0.843419665204918
COCCN,-0.843606471924511
C1CCCCC1O,-0.846893543316625
OC1=CC(NC(=O)C)=CC=C1,-0.873611196996467
CC(OC)(C)C,-0.882125919770032
NC1=NN=C(C)C(C)=N1,-0.884682104206025
CC(C)OC(C)C,-0.886095732437747
N1=C(O)C=CC(Cl)=C1,-0.944482672150169
N1=C(C)C=CC=C1,-0.983716473913749
C1C(=CC=C[N+]=1CC2C=CC=CC=2)S(=O)(=O)[O-],-0.985426474083002
CCC(C)=NO,-0.985695859689842
CC(=O)C(C)C,-1.00130093302042
CCNCC,-1.06781451116184
C#CC(O)(C)CC,-1.09447112864164
[O-]C(C1=CC=CC=C1O)=O.[Na+],-1.09691001300806
NCC(N)C,-1.13449585583467
CCCC(=O)C,-1.15836249209525
CCN(CCO)CC,-1.18155777386279
C(CN(C1)C2)N(C1)C2,-1.18808437371494
NCCCN1CCN(CCCN)CC1,-1.18949031369937
NCCCN,-1.20547503674089
CCNCCO,-1.22010808804006
CC1=COC=N1,-1.22349594096239
NCCN1CCNCC1,-1.2291697025391
N#CCCCCC#N,-1.25163822044821
CCC(=O)CC,-1.2523675144599
OCC(C)C,-1.28533222764388
OCCN1CCOCC1,-1.3151303171836
N1CC(C)NCC1,-1.34947179921439
C1C(=O)N(CC)C(=S)N(CC)C1=O,-1.35256838617931
CN1CCNCC1,-1.36097188372594
CCCCO,-1.36810085170935
CCC#N,-1.44090908206522
C1CCCO1,-1.47654180902743
OC(C)CN,-1.52569252450501
OCCN,-1.53007156883738
