SMILES,VC-6,khs.ddsN,SPC-4,VP-5,khs.aaN,ATSc3,khs.sssdAs,SPC-5,VP-6,khs.aaO,ATSc4,khs.sssN,SPC-6,VP-7,Zagreb,MDEC-22,ATSc5,khs.ssSnH2,khs.ssO,khs.sCl,VPC-4,khs.ddssS,khs.ssssBe,MDEC-23,khs.sssP,VPC-5,MDEC-24,VPC-6,VCH-3,khs.dsCH,khs.dsssP,Kier1,khs.sLi,khs.ssssSi,khs.sNH2,C4SP3,khs.aaS,VCH-4,khs.ssPbH2,Kier2,khs.sNH3,VCH-5,khs.aaaC,topoShape,Kier3,MDEO-11,VCH-6,MDEO-12,khs.ssS,khs.sPH2,khs.aaSe,VCH-7,khs.dssS,khs.ddssSe,WPOL,khs.tN,khs.sOH,khs.dCH2,khs.sSnH3,MDEN-33,SP-0,khs.tsC,khs.ssssSn,khs.sssAs,SP-1,SC-3,khs.ssSiH2,SP-2,SC-4,SP-3,khs.ddC,khs.dSe,khs.sssSnH,SC-5,khs.sssssAs,SP-4,khs.sPbH3,MDEC-33,C3SP2,SP-5,SC-6,MDEC-34,ATSm1,C3SP3,SP-6,SCH-3,khs.sAsH2,ATSm2,khs.ssSe,PetitjeanNumber,SP-7,khs.ssssB,ECCEN,SCH-4,ATSm3,khs.ssBe,khs.ssssC,WPATH,SCH-5,khs.dssSe,ATSp1,khs.aasC,MDEN-11,SCH-6,ATSp2,khs.sssPbH,geomShape,ATSm4,MDEN-12,MDEO-22,SCH-7,ATSp3,ATSm5,MDEN-13,khs.ssAsH,fragC,khs.sSiH3,ATSp4,khs.tCH,khs.ssPH,khs.sssSiH,ATSp5,VAdjMat,khs.sSeH,khs.ssGeH2,khs.sCH3,MDEC-11,khs.sSH,khs.sssssP,khs.aaNH,khs.sssNH,khs.dO,MDEC-12,khs.sF,khs.ssBH,khs.sssB,MDEC-13,khs.sssGeH,MDEC-14,C2SP1,khs.sI,khs.dS,C2SP2,MDEC-44,khs.dssC,khs.aaCH,khs.aasN,C2SP3,khs.dNH,khs.ssssN,khs.ssssGe,khs.sssCH,VP-0,TopoPSA,khs.sBr,khs.sGeH3,VP-1,C1SP1,MDEN-22,khs.ssssPb,khs.ssNH,VC-3,VP-2,C1SP2,MDEN-23,VC-4,khs.ssNH2,VP-3,C1SP3,ATSc1,khs.dsN,khs.ssCH2,VC-5,VP-4,ATSc2
InChI%3D1S%2FC39H59Cl2NO2%2Fc1-27%282%297-6-8-28%283%2934-15-16-35-33-14-11-30-26-32%2817-19-38%2830%2C4%2936%2833%2918-20-39%2834%2C35%295%2944-37%2843%2925-29-9-12-31%2813-10-29%2942%2823-21-40%2924-22-41%2Fh9-13%2C27-28%2C32-36H%2C6-8%2C14-26H2%2C1-5H3,0.179558381438255,0.0,8.62204551696777,8.23471736907959,0.0,-0.0861458033323288,0.0,14.8657922744751,6.18428897857666,0.0,0.133353546261787,1.0,20.7547798156738,4.45480728149414,236.0,0.0,-0.0011835447512567,0.0,1.0,2.0,7.09309577941895,0.0,0.0,38.9654388427734,0.0,12.0242528915405,7.5461630821228,16.3666038513184,0.0,2.0,0.0,35.3107643127441,0.0,0.0,0.0,1.0,0.0,0.0,0.0,15.4799995422363,0.0,0.0833333358168602,0.0,0.923076927661896,7.84765625,0.0,0.399425983428955,0.5,0.0,0.0,0.0,0.893241763114929,0.0,0.0,79.0,0.0,0.0,0.0,0.0,0.0,31.4845523834229,0.0,0.0,0.0,21.0837211608887,3.69371318817139,0.0,19.522518157959,0.235702261328697,16.3239517211914,0.0,0.0,0.0,1.10567438602448,0.0,14.0724639892578,0.0,9.73582553863525,4.0,11.1420593261719,0.203263133764267,5.75059032440186,61.3344345092773,4.0,8.44656085968018,0.0,0.0,53.398307800293,0.0,0.479999989271164,6.51268815994263,0.0,1761.0,0.0,76.6710510253906,0.0,1.0,8379.0,0.0833333358168602,0.0,3793.55859375,2.0,0.0,0.47696790099144,4542.79345703125,0.0,0.745088040828705,85.8773727416992,0.0,0.0,1.06582605838776,6729.41943359375,87.6298675537109,0.0,0.0,8924.0498046875,0.0,7348.12646484375,0.0,0.0,0.0,6702.08447265625,6.45943164825439,0.0,0.0,5.0,1.54697179794312,0.0,0.0,0.0,0.0,1.0,12.0341920852661,0.0,0.0,0.0,8.45406913757324,0.0,2.24225974082947,0.0,0.0,0.0,7.0,0.25,4.0,4.0,0.0,12.0,0.0,0.0,0.0,5.0,29.7734088897705,29.5400009155273,0.0,0.0,19.0037002563477,0.0,0.0,0.0,0.0,3.03668212890625,16.6085777282715,1.0,0.0,0.219913199543953,0.0,13.2548694610596,9.0,0.461381554603577,0.0,15.0,0.972487211227417,10.9536046981812,-0.227630451321602
InChI%3D1S%2FC8H15N3O7%2Fc1-11%2810-18%298%2817%299-4%282-12%296%2815%297%2816%295%2814%293-13%2Fh2%2C4-7%2C13-16H%2C3H2%2C1H3%2C%28H%2C9%2C17%29,0.0,0.0,3.51761436462402,0.486869305372238,0.0,-0.118912316858768,0.0,4.11831283569336,0.21563608944416,0.0,-0.0366232059895992,1.0,4.85045528411865,0.0790456384420395,78.0,0.200000002980232,-0.0994823426008224,0.0,0.0,0.0,0.906187057495117,0.0,0.0,3.96671056747437,0.0,0.80254328250885,0.0,0.765779078006744,0.0,1.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.99173545837402,0.0,0.0,0.0,1.0,5.68047332763672,3.90926790237427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,5.0,0.0,0.0,0.0,14.2925291061401,0.0,0.0,0.0,8.38264656066895,1.25867366790771,0.0,6.87061214447021,0.0,5.92870044708252,0.0,0.0,0.0,0.510085582733154,0.0,3.18461728096008,0.0,4.83240985870361,0.0,1.81755936145782,0.0,0.0,24.5012474060059,0.0,1.01757073402405,0.0,0.0,20.5707473754883,0.0,0.5,0.487589716911316,0.0,251.0,0.0,27.3418636322021,0.0,0.0,645.0,0.0,0.0,746.938659667969,0.0,0.0,0.0,820.116760253906,0.0,0.842244505882263,34.495361328125,0.0,0.0,0.0,1026.7890625,30.858377456665,0.0,0.0,718.099975585938,0.0,1072.81555175781,0.0,0.0,0.0,922.999877929688,5.16992521286011,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.31622776389122,0.0,0.0,0.0,1.13216090202332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,9.48806381225586,163.25,0.0,0.0,4.82691526412964,0.0,0.333333343267441,0.0,0.0,0.508329510688782,3.39213800430298,1.0,1.41421353816986,0.0,0.0,2.09698867797852,1.0,0.748675048351288,2.0,1.0,0.0916609987616539,0.978321194648743,-0.212614670395851
InChI%3D1S%2FC19H30O5%2Fc1-3-5-7-20-8-9-21-10-11-22-14-17-13-19-18%2823-15-24-19%2912-16%2817%296-4-2%2Fh12-13H%2C3-11%2C14-15H2%2C1-2H3,0.0,0.0,1.79911375045776,1.64000129699707,0.0,-0.0902837142348289,0.0,2.95090103149414,0.97466778755188,0.0,0.398305952548981,0.0,3.88759779930115,0.5744309425354,110.0,14.9108333587646,-0.283496201038361,0.0,5.0,0.0,0.736499011516571,0.0,0.0,11.9529457092285,0.0,1.02304577827454,0.0,1.18211340904236,0.0,0.0,0.0,20.3136005401611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.3688888549805,0.0,0.0294627826660872,0.0,1.0,7.42439746856689,0.0,0.0548540242016315,0.0,0.0,0.0,0.0,0.0733043998479843,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,17.0373229980469,0.0,0.0,0.0,11.846866607666,0.666666686534882,0.0,9.20195770263672,0.0,7.28209543228149,0.0,0.0,0.0,0.16666667163372,0.0,5.86873388290405,0.0,3.30192732810974,2.0,4.37867212295532,0.0,0.0,27.8723449707031,0.0,3.17443227767944,0.0,0.0,28.3209190368652,0.0,0.5,2.29109382629395,0.0,644.0,0.0,34.0953903198242,0.0,0.0,1767.0,0.117851130664349,0.0,1229.59497070312,4.0,0.0,0.222222223877907,1352.02099609375,0.0,0.830688774585724,32.8735809326172,0.0,1.78301441669464,0.312285453081131,1695.08544921875,30.9851036071777,0.0,0.0,2473.05004882812,0.0,1634.99267578125,0.0,0.0,0.0,1428.64172363281,5.58496236801147,0.0,0.0,2.0,0.0625,0.0,0.0,0.0,0.0,0.0,3.93795084953308,0.0,0.0,0.0,1.04504311084747,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,14.9741163253784,46.1500015258789,0.0,0.0,8.99367046356201,0.0,0.0,0.0,0.0,0.321975260972977,5.85506391525269,0.0,0.0,0.0,0.0,3.85796165466309,8.0,0.837394177913666,0.0,11.0,0.0555555559694767,2.53094530105591,-0.519023835659027
InChI%3D1S%2FC4H8N2O%2Fc7-5-6-3-1-2-4-6%2Fh1-4H2,0.0,0.0,0.492799282073975,0.157735019922256,0.0,0.032451119273901,,0.594861328601837,0.040824830532074,0.0,-0.0246056914329529,1.0,0.20412415266037,0.0,30.0,4.24264049530029,-0.00552362622693181,,0.0,,0.182246178388596,,0.0,0.0,0.0,0.207735031843185,0.0,0.040824830532074,0.0,0.0,0.0,5.14285707473755,0.0,0.0,0.0,0.0,0.0,0.0,,2.34375,0.0,0.111803397536278,0.0,1.0,1.1851851940155,0.0,0.0500000007450581,0.0,0.0,0.0,,0.020412415266037,0.0,,4.0,0.0,0.0,0.0,,0.0,5.11288404464722,0.0,,,3.4318516254425,0.20412415266037,0.0,2.55873084068298,0.0,2.05209517478943,0.0,,,0.0,,1.41861128807068,,0.0,0.0,0.492799282073975,0.0,0.0,8.49444484710693,0.0,0.20412415266037,0.0,,8.24582481384277,,0.5,0.0,0.0,44.0,0.0,9.21820735931396,0.0,0.0,43.0,0.144337564706802,,241.054504394531,0.0,0.0,0.102062076330185,255.353698730469,,0.644001483917236,4.99655437469482,0.0,0.0,0.102062076330185,290.967102050781,2.66418385505676,0.0,,183.029998779297,0.0,100.647361755371,0.0,0.0,0.0,39.5500373840332,3.80735492706299,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,0.0,4.13110256195068,32.6699981689453,,,2.51502966880798,0.0,0.0,,0.0,0.100000001490116,1.74241960048676,0.0,1.0,0.0,0.0,1.19792556762695,2.0,0.0585289783775806,1.0,4.0,0.0,0.782087981700897,-0.0315862894058228
InChI%3D1S%2FC4H8N2O2%2Fc7-5-6-3-1-2-4-8-6%2Fh1-4H2,0.0,0.0,0.492799282073975,0.398262977600098,0.0,-0.0434911251068115,0.0,0.594861328601837,0.0730223581194878,0.0,0.0417371280491352,1.0,0.492799282073975,0.0166666675359011,34.0,3.96540641784668,-0.0228160358965397,0.0,1.0,0.0,0.105219885706902,0.0,0.0,0.0,0.0,0.119935870170593,0.0,0.105219885706902,0.0,0.0,0.0,6.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.11111116409302,0.0,0.0,0.0,0.666666686534882,1.79999995231628,0.0,0.0456435456871986,0.333333343267441,0.0,0.0,0.0,0.020412415266037,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,5.81999111175537,0.0,0.0,0.0,3.9318516254425,0.20412415266037,0.0,2.91228413581848,0.0,2.30209517478943,0.0,0.0,0.0,0.0,0.0,1.59538793563843,0.0,0.0,0.0,1.10517168045044,0.0,0.0,10.2689142227173,0.0,0.348461717367172,0.0,0.0,9.96519756317139,0.0,0.400000005960464,0.144337564706802,0.0,60.0,0.0,11.2696714401245,0.0,0.0,64.0,0.0,0.0,258.424560546875,0.0,0.0,0.102062076330185,270.599090576172,0.0,0.551067411899567,8.9372091293335,0.0,0.0,0.0721687823534012,301.802093505859,3.83036923408508,0.0,0.0,200.039993286133,0.0,206.690292358398,0.0,0.0,0.0,65.7576675415039,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.53935098648071,41.9000015258789,0.0,0.0,2.67005133628845,0.0,0.0,0.0,0.0,0.0577350258827209,1.69775724411011,0.0,1.0,0.0,0.0,1.07511615753174,2.0,0.135464951395988,1.0,4.0,0.0,0.647994935512543,-0.0385059863328934
InChI%3D1S%2FC12H24N2O%2Fc15-13-14-11-9-7-5-3-1-2-4-6-8-10-12-14%2Fh1-12H2,0.0,0.0,0.492799282073975,1.5070766210556,0.0,0.0289573762565851,0.0,0.594861328601837,1.03317749500275,0.0,-0.0211942940950394,1.0,0.492799282073975,0.70759528875351,62.0,22.045597076416,-0.00434269849210978,0.0,0.0,0.0,0.182246178388596,0.0,0.0,0.0,0.0,0.207735031843185,0.0,0.182246178388596,0.0,0.0,0.0,13.0666666030884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.2421875,0.0,0.0,0.0,0.333333343267441,6.97577857971191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,10.7697381973267,0.0,0.0,0.0,7.43185186386108,0.20412415266037,0.0,5.38715791702271,0.0,4.05209493637085,0.0,0.0,0.0,0.0,0.0,2.83282470703125,0.0,0.0,0.0,1.98017168045044,0.0,0.0,16.4944458007812,0.0,1.38397324085236,0.0,0.0,16.2458248138428,0.0,0.25,0.967147946357727,0.0,196.0,0.0,17.2182064056396,0.0,0.0,397.0,0.0,0.0,807.391662597656,0.0,0.0,0.0,828.443725585938,0.0,0.857378840446472,18.3289241790771,0.0,0.0,0.0,878.677368164062,18.3289241790771,0.0,0.0,1311.03002929688,0.0,903.368896484375,0.0,0.0,0.0,901.614990234375,4.90689039230347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,9.78795719146729,32.6699981689453,0.0,0.0,6.51502990722656,0.0,0.0,0.0,0.0,0.100000001490116,4.57084655761719,0.0,1.0,0.0,0.0,3.19792556762695,2.0,0.0583857148885727,1.0,12.0,0.0,2.19630146026611,-0.0322742648422718
InChI%3D1S%2FC13H12F2N6O%2Fc14-10-1-2-11%2812%2815%293-10%2913%2822%2C4-20-8-16-6-18-20%295-21-9-17-7-19-21%2Fh1-3%2C6-9%2C22H%2C4-5H2,0.0161374304443598,0.0,3.54271817207336,1.54632544517517,0.0,-0.011630610562861,0.0,6.48503160476685,0.974938273429871,0.0,-0.020808283239603,2.0,8.03734683990479,0.577849209308624,116.0,8.80267429351807,0.0313578136265278,0.0,0.0,0.0,1.36811327934265,0.0,0.0,8.40223407745361,0.0,2.00336980819702,3.7579391002655,2.08462643623352,0.0,0.0,0.0,16.84375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2664361000061,0.0,0.111803397536278,0.0,0.800000011920929,4.11033010482788,0.0,0.103113204240799,0.0,0.0,0.0,0.0,0.069741427898407,0.0,0.0,30.0,0.0,1.0,0.0,0.0,0.25,15.5791397094727,0.0,0.0,0.0,10.5662984848022,1.85306262969971,0.0,9.86524486541748,0.144337564706802,7.78614473342896,0.0,0.0,0.0,0.308925569057465,0.0,6.83472537994385,0.0,1.65096366405487,1.0,4.08220100402832,0.0589255653321743,1.5,27.9384860992432,1.0,3.17876505851746,0.0,0.0,27.8774909973145,0.0,0.444444447755814,1.96817409992218,0.0,341.0,0.0,40.0928497314453,0.0,1.0,1000.0,0.288675129413605,0.0,1356.07336425781,3.0,0.0,0.272165536880493,1598.54260253906,0.0,0.818222939968109,36.0095252990723,0.0,0.0,0.272165536880493,2251.80151367188,43.3934097290039,0.0,0.0,1474.08996582031,0.0,2066.90502929688,0.0,0.0,0.0,2162.55151367188,5.45943164825439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0722608566284,81.6500015258789,0.0,0.0,7.13015699386597,0.0,1.30587530136108,0.0,4.0,0.808241426944733,5.53765869140625,0.0,2.87443280220032,0.0559016987681389,0.0,3.79800224304199,2.0,0.549318730831146,0.0,6.0,0.0974764600396156,2.77125000953674,-0.271008849143982
InChI%3D1S%2FC6H6N4O4%2Fc7-6%2811%299-8-3-4-1-2-5%2814-4%2910%2812%2913%2Fh1-3H%2C%28H3%2C7%2C9%2C11%29,0.0,1.0,1.7140154838562,0.310281664133072,0.0,-0.135763257741928,0.0,1.81269025802612,0.150962010025978,1.0,0.24694661796093,0.0,1.80959224700928,0.0548231154680252,64.0,1.65096366405487,-0.077753022313118,0.0,0.0,0.0,0.265279024839401,0.0,0.0,4.14186000823975,0.0,0.263820767402649,0.0,0.180461868643761,0.0,1.0,0.0,12.0714282989502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.77777767181396,0.0,0.0340206921100616,0.0,0.800000011920929,4.3878116607666,0.550321221351624,0.0348563715815544,0.793700516223907,0.0,0.0,0.0,0.0299908090382814,0.0,0.0,14.0,0.0,1.0,0.0,0.0,0.0,10.5520420074463,0.0,0.0,0.0,6.59222412109375,1.11237239837646,0.0,6.00792503356934,0.0,3.91844439506531,0.0,0.0,0.0,0.16666667163372,0.0,2.79609513282776,0.0,0.825481832027435,0.0,1.77061343193054,0.0,0.0,18.5378284454346,0.0,1.31662976741791,0.0,0.0,17.1279373168945,0.0,0.444444447755814,0.619699478149414,0.0,194.0,0.0,23.1200561523438,0.0,0.0,356.0,0.117851130664349,0.0,505.751129150391,2.0,0.0,0.151374712586403,551.054260253906,0.0,,18.344783782959,0.816496610641479,0.0,0.243120849132538,680.2373046875,15.0448522567749,0.125,0.0,218.080001831055,0.0,504.855743408203,0.0,0.0,0.0,423.690490722656,4.80735492706299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,3.0,1.0,0.0,0.0,0.0,6.79843664169312,127.430000305176,0.0,0.0,3.40177464485168,0.0,1.0,0.0,1.0,0.213915511965752,2.15172076225281,1.0,0.365148365497589,0.0,0.0,1.15478324890137,1.0,0.42872342467308,1.0,0.0,0.00878410506993532,0.666757762432098,-0.199100345373154
InChI%3D1S%2FC13H17N3O2%2Fc1-10-8-15%2814-18%299-11%282%2916%2810%2913%2817%2912-6-4-3-5-7-12%2Fh3-7%2C10-11H%2C8-9H2%2C1-2H3,0.0,0.0,2.80392289161682,1.42127394676208,0.0,0.0437495745718479,0.0,4.99121141433716,0.754258751869202,0.0,0.0449223928153515,2.0,6.55738353729248,0.32911878824234,90.0,6.97049140930176,-0.114078253507614,,0.0,0.0,1.30808699131012,0.0,0.0,9.52628040313721,0.0,2.06618690490723,0.0,2.28798365592957,0.0,0.0,0.0,14.4099721908569,0.0,0.0,0.0,0.0,0.0,0.0,,6.43787002563477,0.0,0.0,0.0,1.0,3.32179927825928,0.142857149243355,0.0654083490371704,0.0,0.0,0.0,0.0,0.114277958869934,0.0,0.0,28.0,0.0,0.0,0.0,,0.333333343267441,13.1209554672241,0.0,,0.0,8.63022899627686,1.145756483078,0.0,7.53480291366577,0.0,6.30224084854126,0.0,0.0,,0.317509919404984,0.0,5.36687803268433,,2.94168281555176,1.0,3.69942998886108,0.0,0.0,20.6289024353027,0.0,2.19055509567261,0.0,0.0,21.076473236084,0.0,0.5,1.36769187450409,0.0,279.0,0.0,28.9346904754639,0.0,0.0,596.0,0.0,0.0,1110.07092285156,1.0,0.0,0.157617628574371,1285.29052734375,,0.78497314453125,31.3496513366699,0.0,0.0,0.241395398974419,1757.34606933594,29.8476505279541,0.0,0.0,990.049987792969,0.0,1783.37622070312,0.0,0.0,0.0,1480.482421875,5.16992521286011,0.0,0.0,2.0,0.25,0.0,0.0,0.0,0.0,2.0,2.98093318939209,0.0,0.0,0.0,3.26598644256592,0.0,0.0,0.0,,0.0,5.0,0.0,1.0,5.0,0.0,2.0,0.0,0.0,0.0,2.0,10.6138029098511,52.9799995422363,,0.0,6.09103918075562,0.0,0.0,,0.0,0.668660879135132,4.72973823547363,1.0,1.0,0.0,0.0,3.27039837837219,4.0,0.26007816195488,1.0,2.0,0.135838285088539,2.49168848991394,-0.158165335655212
InChI%3D1S%2FC11H10N6O5%2Fc1-5%2818%2912-10-14-9%2815-11%2816-10%2913-6%282%2919%297-3-4-8%2822-7%2917%2820%2921%2Fh3-4H%2C1-2H3%2C%28H2%2C12%2C13%2C14%2C15%2C16%2C18%2C19%29,0.0,1.0,3.07525610923767,0.76995187997818,3.0,0.327486306428909,0.0,4.62275695800781,0.457437932491302,1.0,-0.145696371793747,0.0,5.64115619659424,0.236771956086159,110.0,1.0,-0.0514290630817413,0.0,0.0,0.0,0.586177706718445,0.0,0.0,4.26370668411255,0.0,0.709533154964447,0.0,0.65148651599884,0.0,0.0,0.0,18.3402652740479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.203125,0.0,0.0340206921100616,0.0,1.0,5.55149745941162,0.814325273036957,0.0434052012860775,0.872871577739716,0.0,0.0,0.0,0.0508345440030098,0.0,0.0,29.0,0.0,2.0,0.0,0.0,0.0,16.27565574646,0.0,0.0,0.0,10.3462448120117,2.05807828903198,0.0,10.0355644226074,0.0,6.67153072357178,0.0,0.0,0.0,0.25,0.0,5.80589246749878,0.0,6.34884834289551,0.0,4.12524223327637,0.0,0.0,28.0322742462158,0.0,3.39449071884155,0.0,0.0,27.2633380889893,0.0,0.5,2.17660784721375,0.0,356.0,0.0,40.1103553771973,0.0,0.0,1085.0,0.117851130664349,0.0,1058.01403808594,5.0,0.0,0.20412415266037,1215.79016113281,0.0,,35.4770164489746,0.0,0.0,0.407100260257721,1655.97241210938,38.2806015014648,0.0,0.0,627.109985351562,0.0,1555.29614257812,0.0,0.0,0.0,1564.53173828125,5.45943164825439,0.0,0.0,2.0,0.125,0.0,0.0,0.0,0.0,2.0,0.534522473812103,0.0,0.0,0.0,3.29121708869934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,11.4571542739868,162.809997558594,0.0,0.0,5.8409686088562,0.0,4.0612621307373,0.0,0.0,0.488340705633163,3.9720447063446,2.0,0.817190229892731,0.0,0.0,2.12755227088928,4.0,0.732638657093048,2.0,0.0,0.0205692183226347,1.39950120449066,-0.532015383243561
InChI%3D1S%2FC12H10Cl2N2%2Fc13-9-5-7%281-3-11%289%2915%298-2-4-12%2816%2910%2814%296-8%2Fh1-6H%2C15-16H2,0.0,0.0,3.11453151702881,1.23432004451752,0.0,-0.0431985817849636,0.0,3.48781371116638,0.65843939781189,0.0,0.0187403708696365,0.0,4.9586329460144,0.351151168346405,82.0,5.46963167190552,0.00408648420125246,0.0,0.0,2.0,1.29506874084473,0.0,0.0,15.0080585479736,0.0,1.27869057655334,0.0,1.53364551067352,0.0,0.0,0.0,12.4567470550537,0.0,0.0,2.0,0.0,0.0,0.0,0.0,5.10416650772095,0.0,0.0,0.0,0.800000011920929,2.83111119270325,0.0,0.0481125228106976,0.0,0.0,0.0,0.0,0.106388509273529,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,11.7067422866821,0.0,0.0,0.0,7.57538747787476,1.27614235877991,0.0,7.05539989471436,0.0,5.94414329528809,0.0,0.0,0.0,0.416666656732559,0.0,4.03467750549316,0.0,5.26933193206787,2.0,3.39886808395386,0.0,0.0,32.1454849243164,0.0,2.18593811988831,0.0,0.0,21.2358455657959,0.0,0.444444447755814,1.32471287250519,0.0,230.0,0.0,32.4716911315918,0.0,0.0,440.0,0.0,0.0,1160.93017578125,6.0,0.111111111938953,0.136082768440247,1333.83264160156,0.0,0.764797151088715,37.3562355041504,0.0,0.0,0.350732952356339,1811.68762207031,24.1393203735352,0.0,0.0,489.040008544922,0.0,1717.30029296875,0.0,0.0,0.0,1185.3466796875,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,9.88658905029297,52.0400009155273,0.0,0.0,5.43731164932251,0.0,0.0,0.0,0.0,0.660660147666931,4.28698444366455,0.0,0.0,0.0,0.0,2.98888921737671,0.0,0.0893483683466911,0.0,0.0,0.136886715888977,1.7744802236557,-0.0188184101134539
InChI%3D1S%2FC7H7NO2%2Fc1-6-2-4-7%285-3-6%298%289%2910%2Fh2-5H%2C1H3,0.0,1.0,1.44868838787079,0.441318511962891,0.0,-0.0188273601233959,0.0,1.40419375896454,0.176395237445831,0.0,-0.0142387691885233,0.0,1.49826681613922,0.0202860198915005,46.0,3.30192732810974,0.00449582654982805,0.0,0.0,0.0,0.382407605648041,0.0,0.0,5.65685415267944,0.0,0.314776986837387,0.0,0.308771222829819,0.0,0.0,0.0,8.10000038146973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.40828394889832,0.0,0.0,0.0,1.0,2.28571438789368,0.5,0.0277777779847383,0.0,0.0,0.0,0.0,0.0402003787457943,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,7.56047773361206,0.0,0.0,0.0,4.69837713241577,0.788675129413605,0.0,4.26396894454956,0.0,3.00332260131836,0.0,0.0,0.0,0.16666667163372,0.0,1.95252978801727,0.0,0.333333343267441,1.0,1.44913530349731,0.0,0.0,11.9089260101318,0.0,0.919957399368286,0.0,0.0,11.2731170654297,0.0,0.5,0.19245009124279,0.0,88.0,0.0,14.7710237503052,0.0,0.0,120.0,0.0,0.0,407.972198486328,2.0,0.0,0.0833333358168602,443.266357421875,0.0,0.607918739318848,12.660737991333,0.0,0.0,0.131445854902267,545.638305664062,7.49455308914185,0.0,0.0,199.029998779297,0.0,422.005798339844,0.0,0.0,0.0,187.31413269043,4.32192802429199,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.63299322128296,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,5.57311105728149,34.1399993896484,0.0,0.0,2.91012239456177,0.0,0.0,0.0,0.0,0.278470069169998,2.09265899658203,0.0,0.0,0.0,0.0,1.24478983879089,1.0,0.0585465095937252,0.0,0.0,0.0124225998297334,0.666479587554932,-0.000107118183223065
