SMILES,SCH-4,ATSm3,C1SP3,SCH-5,ATSm4,SCH-6,Zagreb,ATSm5,VP-0,topoShape,VP-1,ATSc1,MDEO-11,SCH-7,VP-2,PetitjeanNumber,ATSc2,Kier1,MDEO-12,MDEN-22,VP-3,ATSc3,Kier2,SP-0,C2SP2,MDEN-23,ATSp1,MDEC-22,VP-4,ATSc4,Kier3,SP-1,C2SP3,ATSp2,MDEC-23,MDEC-44,VP-5,ATSc5,SP-2,MDEC-24,VP-6,SP-3,WPATH,TopoPSA,ATSp3,SP-4,ATSp4,SPC-4,VP-7,SP-5,ATSp5,VC-3,SPC-5,VCH-3,VC-4,SPC-6,SP-6,VC-5,WPOL,SP-7,VCH-4,VC-6,SC-3,VPC-4,MDEO-22,MDEN-11,MDEN-33,MDEC-11,MDEN-12,ECCEN,C3SP2,SC-4,VAdjMat,VCH-5,VPC-5,MDEC-33,MDEC-12,MDEN-13,fragC,C3SP3,SC-5,VCH-6,VPC-6,MDEC-34,MDEC-13,SC-6,VCH-7,MDEC-14,ATSm1,C1SP2,ATSm2,SCH-3
InChI%3D1S%2FC34H27N9O7S2%2Fc35-22-10-15-27%2826%2836%2918-22%2941-38-24-11-6-19%287-12-24%2920-8-13-25%2814-9-20%2940-42-32-28%2851%2845%2C46%2947%2916-21-17-29%2852%2848%2C49%2950%2933%2834%2844%2930%2821%2931%2832%2937%2943-39-23-4-2-1-3-5-23%2Fh1-18%2C39H%2C35-37H2%2C%28H%2C45%2C46%2C47%29%28H%2C48%2C49%2C50%29,0.0,101.9711380005,0.0,0.0,112.3126373291,0.4274919629,282.0,117.2196350098,27.5303115845,0.928571403,16.5666046143,0.916877389,4.2519779205,0.787201345,12.7015790939,0.4814814925,-0.1826142669,41.6288070679,0.0,2.2747502327,8.5543651581,-0.1683591753,18.069726944,37.2081680298,4.0,0.0,4169.2626953125,19.4880809784,5.8026647568,-0.2387176752,10.5024003983,24.684709549,26.0,4957.8354492188,39.8838005066,0.0,3.9905183315,-0.0621555075,24.2530994415,0.0,2.2976293564,19.0266170502,12962.0,294.4599914551,7233.2666015625,15.8087511063,7801.0083007813,9.7546310425,1.4776005745,13.1508207321,7354.9624023438,1.8647321463,15.1041641235,0.0,0.0646305606,22.2847156525,9.1958818436,0.3175679147,90.0,7.2961878777,0.0,0.0186572354,5.5393462181,3.2322459221,0.0,0.2754442692,0.0,0.0,1.9584804773,2337.0,0.0,0.5773502588,6.70043993,0.0,4.0629320145,18.881570816,0.0,0.0,4404.1801757813,4.0,1.3455067873,0.1477712244,4.8614401817,0.0,0.0,0.2357022613,0.2112810016,0.0,72.9166793823,0.0,78.5856933594,0.0
InChI%3D1S%2FC2H2Cl4%2Fc3-1-2%284%2C5%296%2Fh1H2,0.0,37.9452095032,2.0,0.0,26.1382598877,0.0,24.0,0.0,5.7426805496,0.5,2.85617733,0.1902669817,0.0,0.0,3.5321388245,0.3333333433,-0.0728515685,6.0,0.0,0.0,1.3637059927,-0.0749565586,1.6326531172,5.2071065903,0.0,0.0,378.1404724121,0.0,0.0,0.0526746362,5.3333334923,2.5606601238,0.0,374.1431274414,0.0,0.0,0.0,0.0,2.9142136574,1.0,0.0,1.0606601238,28.0,0.0,400.3278808594,0.0,128.8660430908,1.0606601238,0.0,0.0,0.0,2.0926373005,0.3535533845,0.0,0.5154324174,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.5606601238,1.5462971926,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.3535533845,3.5849626064,0.0,0.5844454169,0.0,0.0,0.0,19.0400009155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.8510131836,0.0,12.8069496155,0.0
InChI%3D1S%2FC4H6N2%2Fc1-4-5-2-3-6-4%2Fh2-3H%2C1H3%2C%28H%2C5%2C6%29,0.0,8.024728775,4.0,0.1443375647,2.0,0.1443375647,26.0,0.0,3.5491278172,0.5,1.7969447374,0.12690036,0.0,0.0,1.1035548449,0.3333333433,-0.0846203715,4.1666665077,0.0,0.5,0.5894067883,0.0128357857,1.6326531172,4.4057774544,0.0,0.0,177.6250762939,1.0,0.3157378733,0.008334402,0.9795918465,2.8938467503,0.0,182.7868041992,1.0,0.0,0.0666666701,0.0,2.3896286488,0.0,0.0,1.6438468695,26.0,25.7800006866,206.0130767822,1.1299360991,53.0506248474,0.4082483053,0.0,0.2886751294,0.0,0.1000000015,0.4330126941,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.2886751294,0.1154700518,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,3.5849626064,0.0333333351,0.1000000015,0.0,0.6666666865,0.0,91.0199966431,0.0,0.0,0.0333333351,0.0,0.0,1.0,0.0,0.0,0.0,6.7199759483,0.0,6.6647410393,0.0
InChI%3D1S%2FC10H8Cl8%2Fc1-4-7%282-11%2C3-12%299%2816%296%2814%295%2813%298%284%2C15%2910%289%2C17%2918%2Fh5-6H%2C1-3H2,0.0,73.9405517578,2.0,0.0777510554,159.5896606445,0.5920655131,108.0,155.0657653809,14.8471679688,1.0,8.4020051956,0.3908208609,0.0,2.1923816204,8.6240081787,0.5,-0.022052167,14.4099721909,0.0,0.0,9.7301492691,-0.0826779455,3.5526530743,14.1462640762,0.0,0.0,2494.1696777344,0.5,7.5460705757,-0.1670601219,1.0319806337,8.0914049149,3.0,3260.6740722656,2.080083847,4.2426404953,4.9720964432,-0.0659949109,8.2723264694,3.8839342594,2.7094831467,9.2761135101,453.0,0.0,5771.8095703125,7.349132061,6208.0551757813,10.06752491,1.0957055092,4.7720746994,3377.541015625,2.9019246101,19.204990387,0.0,0.3868777156,30.7532939911,2.621090889,3.1532933712,49.0,1.0973572731,0.0,1.2327905893,2.725651741,10.8987169266,0.0,0.0,0.0,0.0,0.0,166.0,1.0,0.352670908,5.1699252129,0.0729166642,20.5641345978,1.6509636641,0.6666666865,0.0,423.0799865723,2.0,2.7673587799,0.5900856853,33.6108856201,7.3083662987,1.3103706837,1.028886199,2.2731101513,1.6329932213,79.7020263672,1.0,34.613899231,0.0
InChI%3D1S%2FC2H5NO%2Fc1-2%283%294%2Fh1H3%2C%28H2%2C3%2C4%29,0.0,4.0517430305,1.0,0.0,0.0,0.0,12.0,0.0,2.4472136497,1.0,0.9736068249,0.0965122357,0.0,0.0,0.5854101777,0.5,-0.0441818237,4.0,0.0,0.0,0.0,-0.0040742932,1.3333333731,3.577350378,0.0,0.0,79.0419998169,0.0,0.0,0.0,,1.7320507765,0.0,64.1731872559,0.0,0.0,0.0,0.0,1.7320507765,0.0,0.0,0.0,9.0,44.0800018311,52.4556083679,0.0,0.0,0.0,0.0,0.0,0.0,0.1118033975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5773502588,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,52.0200004578,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.1344571114,1.0,3.4982771873,0.0
InChI%3D1S%2FC4H8N2O%2Fc1-3-5-6%282%294-7%2Fh3-4H%2C1-2H3,0.0,7.2182068825,1.0,0.0,6.0517430305,0.0,24.0,3.3320920467,4.4573760033,0.6666666865,1.9766639471,0.2432620078,0.0,0.0,1.0527471304,0.400000006,-0.1224067733,7.0,0.0,0.0,0.4501564801,-0.0344429612,4.1666665077,5.6986703873,0.0,1.0,211.9739227295,0.3333333433,0.2093532681,0.0497656837,3.8399999142,3.3080604076,0.0,197.6312408447,0.0,0.0,0.0272165518,0.0002415174,2.3020951748,0.0,0.0,1.4783978462,50.0,32.6699981689,188.3040618896,0.6969234347,136.4158935547,0.4927992821,0.0,0.2041241527,73.5817489624,0.1154700518,0.4082483053,0.0,0.0,0.2041241527,0.0,0.0,5.0,0.0,0.0,0.0,0.2886751294,0.1138071194,0.0,0.0,0.0,0.25,0.0,45.0,0.0,0.0,3.8073549271,0.0,0.0938832164,0.0,1.8072040081,0.0,154.0299987793,0.0,0.0,0.0,0.0272165518,0.0,0.0,0.0,0.0,0.0,8.4944448471,1.0,7.1906356812,0.0
InChI%3D1S%2FC10H12N2O4%2Fc1-3-16-10-5-4-8%2811-7%282%2913%296-9%2810%2912%2814%2915%2Fh4-6H%2C3H2%2C1-2H3%2C%28H%2C11%2C13%29,0.0,25.1514129639,3.0,0.0,24.5428504944,0.0680413842,74.0,25.732126236,9.0055437088,0.8000000119,4.6975154877,0.3934015036,0.6506976485,0.1355087608,3.0011670589,0.4444444478,-0.1349091977,14.0625,0.6223698854,0.0,1.7299612761,-0.0488203317,6.6666665077,12.1293916702,0.0,0.25,733.8321533203,2.3348152637,1.1823772192,-0.0817572623,4.4236111641,7.5409126282,6.0,816.7677001953,7.1884422302,0.0,0.7143711448,0.0340377018,6.7652535439,0.0,0.3368498385,4.4772119522,454.0,87.6399993896,1059.6451416016,3.7855000496,1036.6551513672,2.0368559361,0.1781746149,2.857571125,878.4862670898,0.3352786899,3.1642148495,0.0,0.0,4.1478896141,1.7507758141,0.0259728022,21.0,1.2397816181,0.0,0.0,1.2484551668,0.4923791885,0.0,0.0,0.0,0.1111111119,0.0,208.0,0.0,0.0,5.0,0.0,0.6414103508,2.4068520069,2.0059378147,0.0,544.0599975586,0.0,0.2041241527,0.0240562614,0.6481920481,0.0,2.059476614,0.0,0.0313375033,0.0,19.8178520203,1.0,18.601764679,0.0
InChI%3D1S%2FC9H7N7O2S%2Fc1-15-4-14-7%2816%2817%2918%299%2815%2919-8-5-6%2811-2-10-5%2912-3-13-8%2Fh2-4H%2C1H3%2C%28H%2C10%2C11%2C12%2C13%29,0.0,42.1345748901,4.0,0.2140761763,45.3662796021,0.4392380714,102.0,39.8300857544,10.4037876129,1.0,5.9015479088,0.5378066897,0.5,0.6608761549,4.5456309319,0.5,-0.3716755509,13.9591836929,0.0,2.7373416424,3.5234000683,0.1236153245,5.7800002098,13.405412674,0.0,2.1743478775,1206.7947998047,0.5436902046,2.4517714977,-0.0521954037,2.741225481,9.1647033691,1.0,1446.0720214844,4.6584444046,0.0,1.5209394693,0.1100704372,8.4078836441,0.0,0.9129294157,7.1406064034,676.0,140.5,2048.5751953125,6.0833716393,1835.1267089844,3.2854752541,0.5172463059,4.3781523705,1541.1011962891,0.5961302519,5.2346997261,0.0,0.0,6.5654129982,3.0225214958,0.1565753669,28.0,1.9883877039,0.0,0.0,1.3106172085,1.4339776039,0.0,0.0,0.3333333433,0.0,0.0,273.0,0.0,0.0,5.2479276657,0.0577350259,1.8592265844,4.5087976456,0.6850067377,0.0,387.1000061035,0.0,0.4239461422,0.118910253,1.9284501076,0.0,1.3412307501,0.0,0.1609240621,0.0,29.1966075897,0.0,27.7730960846,0.0
InChI%3D1S%2FC6H14O2%2Fc1-2-3-5-8-6-4-7%2Fh7H%2C2-6H2%2C1H3,0.0,6.9962759018,4.0,0.0,6.1065611839,0.0,26.0,4.6641840935,5.3909959793,0.75,3.1006848812,0.2698024213,0.0,0.0,1.6895326376,0.4285714328,-0.1163159013,8.0,0.3333333433,0.0,0.8778532147,-0.0998470187,7.0,6.2426404953,0.0,0.0,251.4991760254,4.5087976456,0.4130114317,0.1119260564,7.1999998093,3.9142136574,2.0,229.9979553223,0.0,0.0,0.2198743969,-0.0236031059,2.4142136574,0.0,0.104443647,1.4571068287,84.0,29.4599990845,196.1983947754,0.8535534143,158.4083251953,0.0,0.0322748609,0.4785533845,121.2306900024,0.0,0.0,0.0,0.0,0.0,0.25,0.0,5.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,0.0,0.0,4.0,0.0,0.0,0.0,1.7697645426,0.0,385.0199890137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5489377975,0.0,7.9962759018,0.0
InChI%3D1S%2FC6H10N3O6P%2Fc1-5-7-4-6%289%2810%2911%298%285%292-3-15-16%2812%2C13%2914%2Fh4H%2C2-3H2%2C1H3%2C%28H2%2C12%2C13%2C14%29,0.0,32.7134857178,6.0,0.0962250456,24.7582416534,0.2198219895,78.0,23.6017208099,8.5317811966,1.0,4.5596494675,0.6712301373,2.1763763428,0.3221042752,3.2064628601,0.5,-0.5136448741,14.0625,1.6109850407,0.0,1.9253698587,0.1829884946,5.5576558113,12.3449354172,0.0,0.8164966106,560.5705566406,1.3103706837,1.2093887329,0.1462281346,4.4236111641,7.3103489876,0.0,639.5974731445,2.9416828156,0.0,0.5883603096,-0.2713917792,7.5792489052,0.0,0.2988300622,4.5567259789,470.0,,857.0991210938,3.4998898506,715.7509765625,2.6940767765,0.1657716036,2.2433893681,539.7553710938,0.4837091267,3.6679990292,0.0,0.0223718677,3.8999211788,1.4019893408,0.065390259,19.0,0.8783048391,0.0,0.0,2.4018611908,0.7200897932,0.0,0.0,0.5,0.0,0.0,205.0,0.0,0.3535533845,5.0,0.0288675129,0.8633942008,0.5,0.908560276,0.0,436.1000061035,0.0,0.2878633738,0.0621898733,0.6911051869,0.0,1.1547005177,0.0,0.0674257502,0.0,27.3771915436,0.0,28.1771411896,0.0
InChI%3D1S%2FC22H42O4%2Fc1-5-9-13-19%287-3%2917-25-21%2823%2915-11-12-16-22%2824%2926-18-20%288-4%2914-10-6-2%2Fh19-20H%2C5-18H2%2C1-4H3,0.0,31.5414905548,6.0,0.0,32.3209190369,0.0,106.0,31.3209190369,17.6871891022,0.8999999762,10.8788709641,0.5362092853,0.1428571492,0.0,7.4061365128,0.4736842215,-0.3345692754,26.0,1.0690449476,0.0,5.0584001541,0.1241975352,18.3673477173,19.6231098175,0.0,0.0,1303.8752441406,16.1825447083,2.9008233547,-0.0349373296,15.7526750565,12.5656108856,12.0,1337.6870117188,12.4563493729,0.0,1.8999723196,0.0354279801,9.4825057983,0.0,1.0408514738,6.8658275604,2351.0,52.5999984741,1472.6273193359,4.4054841995,1475.8254394531,1.8020951748,0.4279917777,3.2241797447,1392.9722900391,0.5260994434,1.9653177261,0.0,0.0,2.0298697948,2.0799458027,0.0,29.0,1.0964045525,0.0,0.0,0.9855985641,1.0302567482,0.1428571492,0.0,0.0,0.5005841255,0.0,720.0,0.0,0.0,5.70043993,0.0,1.0266140699,1.0666462183,8.0397930145,0.0,3839.0400390625,2.0,0.0,0.0,0.9121822119,0.0,2.2494339943,0.0,0.0,0.0,29.0978755951,2.0,26.9925518036,0.0
InChI%3D1S%2FC13H12Cl2N2%2Fc14-10-6-8%281-3-12%2810%2916%295-9-2-4-13%2817%2911%2815%297-9%2Fh1-4%2C6-7H%2C5%2C16-17H2,0.0,33.4716911316,0.0,0.0,37.3562355042,0.1360827684,86.0,24.1393203735,10.5936956406,1.0,5.8944182396,0.1474206299,0.0,0.3683905602,4.7029075623,0.5,-0.0306225959,13.4320983887,0.0,0.0,3.1926262379,-0.0717990026,5.7600002289,12.413848877,0.0,0.0,1203.3918457031,7.2520437241,2.0031816959,0.02991,3.4844443798,8.0585508347,11.0,1366.1839599609,15.8385400772,0.0,1.3203793764,0.0002345839,7.5029935837,0.0,0.7509217262,6.0802259445,552.0,52.0400009155,1817.2764892578,4.2176651955,1670.6522216797,2.9750542641,0.380648613,3.4182620049,1161.7933349609,0.7296957374,3.3803548813,0.0,0.0,4.6159524918,2.0933773518,0.1091089472,24.0,1.2968742847,0.0,0.0,1.351057291,1.2948452234,0.0,0.1000000015,0.0,0.0,0.0,274.0,0.0,0.0,5.0874629021,0.0,1.3608880043,4.5085401535,0.0,0.0,628.0399780273,2.0,0.3333333433,0.0481125228,1.5387302637,0.0,0.0,0.0,0.1163529381,0.0,33.1454849243,0.0,22.2358455658,0.0
InChI%3D1S%2FC5H14N2%2Fc1-2-3-4-5-7-6%2Fh7H%2C2-6H2%2C1H3,0.0,5.3323702812,2.0,0.0,4.3323702812,0.0,22.0,3.3323705196,4.9057774544,1.0,2.8493351936,0.025823677,0.0,0.0,1.6612309217,0.5,-0.0078786602,7.0,0.0,0.0,0.9246676564,-0.0044085425,6.0,5.535533905,0.0,0.0,256.7901916504,3.9654064178,0.4770620763,-0.0005869949,6.0,3.4142136574,3.0,231.5112457275,0.0,0.0,0.1971687824,-3.65888299711514e-05,2.0606601238,0.0,0.0721687824,1.2071068287,56.0,38.0499992371,192.682723999,0.6767767072,147.2176055908,0.0,0.0,0.3535533845,100.8703918457,0.0,0.0,0.0,0.0,0.0,0.1767766923,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,54.0,0.0,0.0,3.8073549271,0.0,0.0,0.0,1.8072040081,0.0,358.0199890137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.7199759483,0.0,6.5261731148,0.0
InChI%3D1S%2FC7H6O%2Fc8-6-7-4-2-1-3-5-7%2Fh1-6H,0.0,9.3320922852,0.0,0.0,7.6641840935,0.1020620763,34.0,3.6641838551,4.3723497391,0.6666666865,2.4350609779,0.1309029609,0.0,0.0721687824,1.52853477,0.400000006,-0.0452884622,6.125,0.0,0.0,0.9356552362,-0.0154840322,3.1111111641,5.8199911118,0.0,0.0,330.8082885742,7.7323160172,0.5316063166,-0.0044048978,1.7999999523,3.9318516254,5.0,348.5018615723,3.9654064178,0.0,0.3019610345,-0.000266275,2.9122841358,0.0,0.0632261783,2.3020951748,64.0,17.0699996948,390.8945617676,1.5953879356,269.4350280762,0.4927992821,0.015120307,1.1051716805,87.0330123901,0.0962250456,0.5948613286,0.0,0.0,0.4927992821,0.3484617174,0.0,7.0,0.1443375647,0.0,0.0,0.2041241527,0.1503948271,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,4.0,0.0,,0.0,0.0,0.0,140.0099945068,1.0,0.0,0.032075014,,0.0,0.0,0.0,0.0185185187,0.0,8.7744693756,1.0,8.3320922852,0.0
InChI%3D1S%2FC9H8O2%2Fc10-9-6-5-7-3-1-2-4-8%287%2911-9%2Fh1-4H%2C5-6H2,0.0,18.1028366089,0.0,0.0,15.6604595184,0.1513747126,56.0,8.9962759018,6.0401110649,1.0,3.6468296051,0.2628971636,0.0,0.2821175456,2.5817933083,0.5,-0.1567465514,7.6388888359,0.5,0.0,1.7948639393,0.0508396067,3.1640625,7.6817984581,0.0,0.0,552.5162353516,6.6319756508,1.2203360796,-0.0131265456,1.6000000238,5.3601732254,7.0,629.0671386719,8.442111969,0.0,0.8390108347,-0.0113057094,4.722840786,0.0,0.366250515,3.8018717766,144.0,26.2999992371,830.0811157227,3.1080687046,700.3350830078,1.2919737101,0.1771498024,2.6096026897,352.0190124512,0.2199131995,1.9542517662,0.0,0.0,2.7110645771,1.4370442629,0.0240562614,14.0,0.8119290471,0.0,0.0,0.6220084429,0.4419868588,0.0,0.0,0.0,0.0,0.0,108.0,0.0,0.0,4.4594316483,0.0,0.5694006681,1.6509636641,0.0,0.0,290.0199890137,1.0,0.0833333358,0.0532932952,0.6270741224,0.0,0.0,0.0,0.0708615333,0.0,12.5489377975,1.0,12.9962759018,0.0
InChI%3D1S%2FC15H9NO4%2Fc1-8-6-7-11-12%2813%288%2916%2819%2920%2915%2818%2910-5-3-2-4-9%2810%2914%2811%2917%2Fh2-7H%2C1H3,0.0,36.0993919373,1.0,0.0,43.6498451233,0.1759259254,110.0,45.0296783447,10.5443086624,1.0,5.9850373268,0.3120878041,1.3155605793,0.4220304787,4.614569664,0.5,-0.015488443,14.9173555374,0.0,0.0,3.450240612,-0.0089191943,5.6528925896,14.4387931824,2.0,0.0,1326.7135009766,5.1551866531,2.5085520744,-0.0851475894,2.390625,9.519744873,7.0,1627.6822509766,15.9953508377,0.0,1.7450449467,-0.1984749585,8.9476060867,0.0,0.9945043921,7.8290596008,691.0,79.9599990845,2438.2229003906,7.0571746826,2680.447265625,4.2133612633,0.5870928764,5.8754854202,2227.6088867188,0.6185755134,7.7041640282,0.0,0.0,12.2583503723,3.9116909504,0.151394695,39.0,2.7142486572,0.0,0.0,1.5844062567,1.3956205845,0.0,0.0,0.0,0.0,0.0,267.0,0.0,0.0,5.3219280243,0.0,2.0196969509,13.8563365936,1.2205431461,0.0,581.049987793,5.0,0.6274843216,0.0642361119,2.5759358406,0.0,2.4171004295,0.0,0.1263949424,0.0,23.4578647614,0.0,23.9373016357,0.0
InChI%3D1S%2FC6H13NO3S%2Fc8-11%289%2C10%297-6-4-2-1-3-5-6%2Fh6-7H%2C1-5H2%2C%28H%2C8%2C9%2C10%29,0.0,20.9859600067,0.0,0.0,14.6682167053,0.1020620763,52.0,14.4983072281,6.743704319,1.0,4.6345024109,0.2298360616,1.5,0.0721687824,3.5942769051,0.5,-0.1999457628,9.0909090042,0.0,0.0,2.2754909992,0.1268036216,3.5999999046,8.3199911118,0.0,0.0,660.0006713867,6.0836434364,1.8002502918,-0.0253921505,3.7869822979,5.0782980919,6.0,706.8481445313,3.0418217182,0.0,1.2500312328,-0.0150663024,5.2688202858,0.0,0.4508928955,2.6257925034,160.0,74.7799987793,907.1377563477,2.2572891712,643.4818725586,1.0031096935,0.2466606349,1.5732065439,495.4409179688,0.4395391941,1.8268595934,0.0,0.0323152803,2.0309836864,0.679412365,0.0,10.0,0.3783549964,0.0,0.0,1.7647843361,0.462400943,0.0,0.0,0.0,0.0,0.0,103.0,0.0,0.3535533845,4.4594316483,0.0,0.7585837245,0.0,0.0,0.0,466.049987793,0.0,0.0,0.1020620763,0.7790206671,0.0,0.0,0.0,0.0510310382,0.0,19.8111476898,0.0,20.948846817,0.0
InChI%3D1S%2FC24H31Cl2N5O7%2Fc1-2-14-21%2835%2930-16%2810-32%2922%2836%2929-15%2812-6-4-3-5-7-12%298-18%2834%2927-17%2811-33%2924%2838%2931-9-13%2825%2919%2826%2920%2831%2923%2837%2928-14%2Fh3-7%2C13-17%2C19-20%2C32-33H%2C2%2C8-11H2%2C1H3%2C%28H%2C27%2C34%29%28H%2C28%2C37%29%28H%2C29%2C36%29%28H%2C30%2C35%29,0.0,71.5578842163,4.0,0.0785674229,95.0261230469,0.3499187529,192.0,97.2655029297,22.0591220856,0.4444444478,12.8881978989,1.1578931808,3.0884165764,0.4941118062,9.9190101624,0.3076923192,-0.4675450623,32.5137481689,0.0,1.3138145208,7.326133728,-0.30790627,15.2908163071,27.9823989868,0.0,0.9071666002,2794.8208007813,9.029967308,4.8191409111,0.4537146986,8.2834186554,18.1029930115,14.0,3273.7946777344,25.1398105621,0.0,3.1180286407,-0.3695317805,16.0511131287,0.0,1.8223210573,13.6519556046,4162.0,191.1300048828,4550.1977539063,10.9723310471,5012.822265625,6.7365651131,1.0600501299,8.3714962006,5307.5170898438,1.4092956781,10.4795894623,0.0,0.0,14.8622303009,5.2303957939,0.3701451123,66.0,3.715167284,0.0,0.0,2.6969115734,3.1832914352,0.0,0.0,0.0,0.0,0.0,845.0,0.0,0.0,6.2479276657,0.0608580634,3.9863331318,19.2144622803,1.3509209156,0.0,3635.1398925781,1.0,0.8179891706,0.2309461832,4.729321003,0.0,2.2974469662,0.0,0.3071995974,0.0,60.6467323303,5.0,48.0561561584,0.0
InChI%3D1S%2FC7H14N2O%2Fc1-7%282%294-5-8-9%283%296-10%2Fh5-7H%2C4H2%2C1-3H3,0.0,11.2182073593,2.0,0.0,9.2179288864,0.0,38.0,6.8306479454,6.74183321,0.75,3.3705108166,0.2425522208,0.0,0.0,2.6066715717,0.4285714328,-0.1226178706,10.0,0.0,0.0,0.9931498766,-0.0325673111,5.7600002289,7.983127594,0.0,1.0,399.3078918457,1.3103706837,0.4139656126,0.0492390729,7.0,4.6639022827,1.0,390.8476867676,1.3924766779,0.0,0.1878829151,-0.0033386711,3.8381705284,0.0,0.1598251164,2.1753213406,146.0,32.6699981689,404.2956542969,1.0786852837,308.2899169922,0.7814744115,0.0222222228,0.5812242627,239.6665039063,0.5237183571,0.5525858402,0.0,0.0,0.3455220163,0.4857022464,0.0,8.0,0.1666666716,0.0,0.0,0.6969234347,0.3495093882,0.0,0.0,0.0,0.7211247683,0.0,98.0,0.0,0.0,4.3219280243,0.0,0.1797662675,0.0,2.8512854576,0.0,439.0299987793,1.0,0.0,0.0,0.0936020166,0.0,1.7544106245,0.0,0.0,0.0,11.4944448471,1.0,10.1906356812,0.0
InChI%3D1S%2FC7H8N2O2%2Fc1-5-2-3-6%289%2810%2911%294-7%285%298%2Fh2-4H%2C8H2%2C1H3,0.0,17.1033935547,1.0,0.0,16.1592941284,0.0680413842,52.0,10.0207262039,6.0731110573,1.0,3.1154642105,0.0942453071,0.5,0.1753664762,2.2980008125,0.5,0.0042452929,9.0909090042,0.0,0.0,1.4736394882,-0.0135096163,3.5999999046,8.430721283,0.0,0.0,491.8335876465,1.6509636641,0.7414378524,-0.034709841,2.2145328522,5.1090607643,5.0,544.8227539063,5.8538007736,0.0,0.4799716175,-0.0331898257,4.7717170715,0.0,0.1953755319,3.5815472603,152.0,71.8399963379,703.0523071289,2.1946854591,592.896484375,2.1263012886,0.0402412042,1.7440546751,282.9617919922,0.3394742906,2.0206844807,0.0,0.0,2.7221503258,0.9780956507,0.0605351217,14.0,0.3362873197,0.0,0.0,0.9714044929,0.6073046923,0.0,0.0,0.0,0.0,0.0,99.0,0.0,0.0,4.4594316483,0.0,0.4876792133,1.6509636641,1.1447142363,0.25,251.0399932861,1.0,0.3333333433,0.0240562614,0.521502316,0.0,1.5,0.0,0.0487034358,0.0,13.2689142227,0.0,12.4393024445,0.0
InChI%3D1S%2FC9H4Cl3NO2S%2Fc10-9%2811%2C12%2916-13-7%2814%295-3-1-2-4-6%285%298%2813%2915%2Fh1-4H,0.0,75.3890151978,0.0,0.0641500279,42.1041107178,0.3477161527,86.0,39.1493873596,10.6995363235,0.75,6.0437474251,0.4289394617,0.25,0.6155961156,7.1009426117,0.4285714328,-0.2347774655,12.4567470551,0.0,0.0,3.293889761,0.090977259,4.3491125107,11.92228508,0.0,0.0,1365.7646484375,3.9654064178,2.5441513062,0.0066566481,2.48828125,7.3996653557,4.0,1611.1553955078,6.8715667725,0.0,1.8406153917,-0.1987076402,7.7590389252,0.730296731,0.9882588983,5.4243178368,405.0,62.6800003052,2272.4741210938,4.6865720749,1974.8327636719,3.0698251724,0.6416662931,3.9235596657,1635.9851074219,3.4634947777,5.2939548492,0.0,0.8927550912,8.1564149857,2.069617033,0.1030873433,24.0,1.4289224148,0.0,0.0,2.3538086414,1.9916273355,0.0,0.0,0.0,0.0,0.0,183.0,0.0,0.3535533845,5.0,0.0279508494,2.9832911491,4.2426404953,0.0,0.0,201.0700073242,2.0,0.3698252439,0.117107071,3.6661708355,1.1547005177,0.0,0.0,0.1713350713,0.0,47.1749382019,2.0,27.6350154877,0.0
InChI%3D1S%2FC6H6O2%2Fc7-5-3-1-2-4-6%285%298%2Fh1-4%2C7-8H,0.0,11.328368187,0.0,0.0,10.1028366089,0.0833333358,36.0,2.6641838551,4.2038283348,0.3333333433,2.2745637894,0.1668019891,0.3333333433,0.1666666716,1.4887143373,0.25,-0.0340428241,6.125,0.0,0.0,0.8817318678,-0.0821191072,2.5199999809,5.983127594,0.0,0.0,310.4320373535,3.9654064178,0.4641630948,0.0340428241,1.4876033068,3.8045303822,6.0,331.3599853516,4.2982797623,0.0,0.2593902051,-0.0012818928,3.2390248775,0.0,0.0496903993,2.5403363705,60.0,40.4599990845,393.2403869629,1.5016613007,277.594329834,1.1380711794,0.0055555557,1.024377346,60.4979057312,0.1290994436,1.0404400826,0.0,0.0,1.1380711794,0.3333333433,0.0166666675,8.0,0.0833333358,0.0,0.0,0.4714045227,0.2068062276,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,4.0,0.0,,1.0,0.0,0.0,140.0200042725,0.0,0.1666666716,0.027777778,,0.0,0.0,0.0,0.0248451997,0.0,9.5489377975,0.0,8.6641836166,0.0
